orthogroup	orthogroup_name_Mus	presence_expression	gain_expression	loss_expression	presence_conservation	gain_conservation	loss_conservation	n_presences_sps	is_tfs	is_ion	is_sig	is_neu	is_siggpcr	is_myo	genes_Tadh	genes_TrH2	genes_Hhon	genes_HoiH23	genes_Nvec	genes_Spis	genes_Hvul	genes_Mmus	genes_Dmel	genes_Mlei	genes_Spolac	annot_tfs	annot_ion	annot_sig	annot_neu	annot_siggpcr	annot_myo	pfam_architecture
OG_3080	BHLHE40/BHLHE41/HELT/HES1/HES2/HES3/HES4/HES5/HES6/HES7	Hvul	Hvul		Dmel,Hhon,HoiH23,Hvul,Mlei,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa		1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT59292		Hhon_g09260.t1	HoiH23_PlH23_005930-RA			Hvul_g31632_1		Dmel_FBtr0081141			HLH.HG1.11:BHLHE40/BHLHE41/HELT						HLH/,HLH/Hairy_orange/
OG_4496	OG_4496	Hvul	Hvul		Dmel,Hvul,Mlei,Mmus,Nvec,Spis	Metazoa	Placozoa,Spolac	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE																		
OG_4513	PRDM13;zf-met.HG1.62	Hvul	Hvul		Dmel,Hhon,HoiH23,Hvul,Mmus,Nvec,Spis,Tadh,TrH2	CniBilPla		1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE							Hvul_g6626_1											
OG_4600	KLF13/KLF13;zf-met.HG1.76	Hvul	Hvul		Hhon,HoiH23,Hvul,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa	Dmel,Mlei	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE				HoiH23_PlH23_003047-RA			Hvul_g30955_1					zf-C2H2.HG9.1:KLF13						zf-C2H2/zf-C2H2/zf-C2H2_4/
OG_5028	OG_5028	Hvul	Hvul		Hvul,Mmus,Nvec,Spis	CniBil	Dmel	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE							Hvul_g22557_1											
OG_516	OG_516	Hvul	Hvul		Hvul,Nvec,Spis,Spolac	Metazoa	Bilateria,Mlei,Placozoa	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE							Hvul_g79_1											
OG_5268	OG_5268	Hvul	Hvul		Hvul,Nvec,Spis	Cnidaria		1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE							Hvul_g19261_1,Hvul_g20391_1											
OG_6575	DMRT_like_family_A2/like_DMRTA1/DMRTA2	Hvul	Hvul		Dmel,Hhon,HoiH23,Hvul,Mlei,Mmus,Nvec,Spis,Tadh,TrH2	Metazoa	Spolac	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT58832	TrH2_TrispH2_008104-RA	Hhon_g10837.t1	HoiH23_PlH23_012002-RA			Hvul_g25127_1					Doublesex_DM.HG1.14:like:DMRTA1/DMRTA2						DM/DMA/,DMA/
OG_7247	like_ATOH8/BHLHA9/NEUROD1/NEUROD2/NEUROD4/NEUROD6	Hvul	Hvul		Dmel,Hhon,HoiH23,Hvul,Mlei,Nvec,Spis,Tadh,TrH2	Metazoa	Mmus,Spolac	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT9440	TrH2_TrispH2_003303-RA		HoiH23_PlH23_009346-RA		Spis_XP_022797588_1	Hvul_g15158_1,Hvul_g8553_1					HLH.HG2.57:like:ATOH8/BHLHA9/NEUROD1/NEUROD2/NEUROD4/NEUROD6						HLH/
OG_9287	ATF1/CREB1/CREM	Hvul	Hvul		Dmel,Hhon,HoiH23,Hvul,Mlei,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa		1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE							Hvul_g16491_1											
OG_10631	CU639417.1/H2BC1/H2BC3/H2BC4/H2BC5/H2BC6/H2BC7/H2BC8/H2BC9/H2BC10/H2BC11/H2BC12/H2BC13/H2BC14/H2BC15/H2BC17/H2BC18/H2BC21/H2BE1/H2BS1/H2BU1/H2BW2/H2bu2	Mmus	Mmus		Dmel,Hhon,HoiH23,Hvul,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa	Mlei	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE								Mmus_ENSMUST00000078267										
OG_10904	Zmat2/ZMAT2	Mmus	Mmus		Dmel,HoiH23,Hvul,Mlei,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa	Hhon	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE								Mmus_ENSMUST00000001419										
OG_1690	like_ZFR/ZFR2/Strbp/Zfr	Mmus	Mmus		Dmel,Hhon,HoiH23,Hvul,Mlei,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa		1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE								Mmus_ENSMUST00000028279,Mmus_ENSMUST00000122941										
OG_1724	ceramide_synthase_1/Cers4	Mmus	Mmus		Dmel,Hhon,HoiH23,Hvul,Mlei,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa		1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE								Mmus_ENSMUST00000008350										
OG_2140	BORCS8-MEF2B/MEF2A/MEF2B/MEF2C/MEF2D/Mef2c/Mef2d	Mmus	Mmus		Dmel,Hhon,HoiH23,Hvul,Mlei,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa		1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE								Mmus_ENSMUST00000107559,Mmus_ENSMUST00000163888										
OG_2328	Pbx1/PBX1/PBX2/PBX3/PBX4	Mmus	Mmus		Dmel,Hhon,HoiH23,Hvul,Mlei,Mmus,Nvec,Spis,Tadh,TrH2	Metazoa	Spolac	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE								Mmus_ENSMUST00000176540										
OG_3723	like_AC002310.4/AC010422.6/AC138696.1/BCL11A/BCL11B/GFI1/GFI1B/MAZ/MYNN/PLAG1/PRDM5/PRDM9/PRDM13/PRDM15/VEZF1/ZBTB3/ZBTB11/ZBTB14/ZBTB20/ZBTB41/ZBTB43/ZBTB45/ZFP37/ZFP41/ZFP57/ZFP62/ZFP64/ZFP92/ZFX/ZFY/ZNF19/ZNF20/ZNF48/ZNF70/ZNF79/ZNF133/ZNF174/ZNF197/ZNF212/ZNF213/ZNF217/ZNF219/ZNF282/ZNF319/ZNF335/ZNF337/ZNF439/ZNF484/ZNF497/ZNF500/ZNF516/ZNF568/ZNF574/ZNF579/ZNF584/ZNF672/ZNF697/ZNF707/ZNF711/ZNF717/ZNF747/ZNF764/ZNF768/ZNF778/ZNF835/ZNF837/ZNF878/ZSCAN5A/ZSCAN9/ZSCAN10/ZSCAN26;zf-met.HG33.0/NA/NA;zf-met.HG25.0/Peg3/Zeb2/zinc_finger_and_BTB_domain_containing_41	Mmus	Mmus		Dmel,Hhon,HoiH23,Hvul,Mlei,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa		1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE								Mmus_ENSMUST00000028229,Mmus_ENSMUST00000239104	Dmel_FBtr0339354									
OG_4684	Myt1l	Mmus	Mmus		Dmel,Mmus,Nvec,Spis,Spolac	Metazoa	Hvul,Mlei,Placozoa	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE								Mmus_ENSMUST00000049784	Dmel_FBtr0310495									
OG_5038	Bcl11a/Bcl11b	Mmus	Mmus		Dmel,Hvul,Mmus,Nvec,Spis	CniBil		1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE								Mmus_ENSMUST00000066060,Mmus_ENSMUST00000109514	Dmel_FBtr0305620,Dmel_FBtr0474234									
OG_7266	Camta1	Mmus	Mmus		Dmel,Mlei,Mmus,Nvec,Spis,Spolac	Metazoa	Hvul,Placozoa	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE								Mmus_ENSMUST00000049790										
OG_11160	Nfib/Nfix/nuclear_factor_I_B	Dmel	Dmel		Dmel,Hhon,HoiH23,Hvul,Mlei,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa		1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE								Mmus_ENSMUST00000050872,Mmus_ENSMUST00000109764	Dmel_FBtr0089141									
OG_12680	Prox1	Dmel	Dmel		Dmel,Mmus	Bilateria		1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE								Mmus_ENSMUST00000010319	Dmel_FBtr0304604									
OG_2951	BTB_domain_containing_18/kelch_like_family_member_28/Nacc2/Zbtb20/zinc_finger_and_BTB_domain_containing_12	Dmel	Dmel		Dmel,Hhon,HoiH23,Hvul,Mlei,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa		1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE								Mmus_ENSMUST00000028300,Mmus_ENSMUST00000079441	Dmel_FBtr0072639,Dmel_FBtr0072642,Dmel_FBtr0301284,Dmel_FBtr0330406,Dmel_FBtr0330607,Dmel_FBtr0332558,Dmel_FBtr0346001									
OG_3068	Satb1	Dmel	Dmel		Dmel,Mlei,Mmus,Nvec,Spis	Metazoa	Hvul,Placozoa,Spolac	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE								Mmus_ENSMUST00000140979	Dmel_FBtr0089104									
OG_3144	OG_3144	Dmel	Dmel		Dmel,Hvul,Mlei,Mmus,Nvec	Metazoa	Placozoa,Spis,Spolac	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE									Dmel_FBtr0339350									
OG_3904	OG_3904	Dmel	Dmel		Dmel,Mmus,Spolac	Metazoa	Cnidaria,Mlei,Placozoa	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE									Dmel_FBtr0335245									
OG_5324	AC008770.2/ZNF260/ZNF320/ZNF551/ZNF555/ZNF658/ZNF732/ZNF763	Dmel	Dmel		Dmel,Hhon,HoiH23,Spis,Tadh,TrH2	CniBilPla	Hvul,Mmus,Nvec	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE			Hhon_g09513.t1	HoiH23_PlH23_001423-RA					Dmel_FBtr0307022			zf-C2H2.HG6.8:AC008770.2/ZNF260/ZNF320/ZNF551/ZNF555/ZNF658/ZNF732/ZNF763						zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/
OG_710	LEF1/TCF7/TCF7L1/TCF7L2	Dmel	Dmel		Dmel,Hhon,HoiH23,Hvul,Mlei,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa		1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE									Dmel_FBtr0112657									
OG_7306	cut_like_homeobox_1	Dmel	Dmel		Dmel,Hhon,HoiH23,Hvul,Mlei,Mmus,Nvec,Spis,Spolac,TrH2	Metazoa	Tadh	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE									Dmel_FBtr0071068									
OG_2330	like_PRDM12/like_PRDM12;zf-met.HG1.54	Mlei	Mlei		Dmel,Hhon,HoiH23,Hvul,Mlei,Mmus,Nvec,Spis,Tadh,TrH2	Metazoa	Spolac	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE							Hvul_g12939_1											
OG_2852	H2AC1/H2AC4/H2AC6/H2AC7/H2AC8/H2AC11/H2AC12/H2AC13/H2AC14/H2AC15/H2AC16/H2AC17/H2AC18/H2AC19/H2AC20/H2AC21/H2AJ/H2AW/H2AX/H2aj	Spolac	Spolac		Dmel,Hhon,HoiH23,Hvul,Mlei,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa		1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE		TrH2_TrispH2_000765-RA		HoiH23_PlH23_007728-RA				Mmus_ENSMUST00000074556				NFYB_NFYC.HG2.3:H2AC1/H2AC4/H2AC6/H2AC7/H2AC8/H2AC11/H2AC12/H2AC13/H2AC14/H2AC15/H2AC16/H2AC17/H2AC18/H2AC19/H2AC20/H2AC21/H2AJ/H2AW/H2AX						Histone/Histone_H2A_C/
OG_4129	NKX6-1/NKX6-2/NKX6-3	Spolac	Spolac		Dmel,Hhon,HoiH23,Mlei,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa	Hvul	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE			Hhon_g07174.t1									Homeodomains.HG1.35:NKX6-1/NKX6-2/NKX6-3						Homeodomain/
OG_1525	protein_tyrosine_phosphatase_receptor_type_N2/Ptprn	Dmel,Hhon,HoiH23,Hvul,Mmus,Nvec,Spis,Tadh,TrH2	CniBilPla		Dmel,Hhon,HoiH23,Hvul,Mlei,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa		9	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	Tadh_TriadT55048	TrH2_TrispH2_005739-RA	Hhon_g09428.t1	HoiH23_PlH23_002447-RA	Nvec_v1g82385	Spis_XP_022788696_1	Hvul_g4003_1	Mmus_ENSMUST00000027404	Dmel_FBtr0301416						Y_phosphatase.HG1.29:PTPRN/PTPRN2			Receptor_IA-2/Y_phosphatase/,Y_phosphatase/
OG_4541	Adcy1/adenylate_cyclase_5	Dmel,Hhon,HoiH23,Hvul,Mmus,Spis,Tadh,TrH2	CniBilPla	Nvec	Dmel,Hhon,HoiH23,Hvul,Mmus,Nvec,Spis,Tadh,TrH2	CniBilPla		8	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT21914	TrH2_TrispH2_004866-RA	Hhon_g06312.t1	HoiH23_PlH23_001322-RA		Spis_XP_022805937_1	Hvul_g8505_1	Mmus_ENSMUST00000020706	Dmel_FBtr0073992,Dmel_FBtr0307368									AC_N/Guanylate_cyc/DUF1053/Guanylate_cyc/,AC_N/Guanylate_cyc/Guanylate_cyc/
OG_2678	CD74_molecule/nidogen_2/SPARC_osteonectin_cwcv_and_kazal_like_domains_proteoglycan_1/SPARC_related_modular_calcium_binding_1/SPARC_related_modular_calcium_binding_2/Sparcl1/Spock1/Spock2/Spock3	Dmel,HoiH23,Hvul,Mmus,Spolac,Tadh,TrH2	Metazoa	Anthozoa,Hhon,Mlei	Dmel,Hhon,HoiH23,Hvul,Mlei,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa		7	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT63147	TrH2_TrispH2_007682-RA		HoiH23_PlH23_005456-RA			Hvul_g28646_1	Mmus_ENSMUST00000031249,Mmus_ENSMUST00000093480,Mmus_ENSMUST00000121820,Mmus_ENSMUST00000185502	Dmel_FBtr0337028									Thyroglobulin_1/
OG_4373	Stx1a/Stx1b/syntaxin_1A/syntaxin_1B/syntaxin_2/syntaxin_3	Dmel,Hhon,HoiH23,Mmus,Spolac,Tadh,TrH2	Metazoa	Cnidaria,Mlei	Dmel,Hhon,HoiH23,Hvul,Mlei,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa		7	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	Tadh_TriadT28648	TrH2_TrispH2_006862-RA	Hhon_g07820.t1	HoiH23_PlH23_000611-RA				Mmus_ENSMUST00000005509,Mmus_ENSMUST00000106267	Dmel_FBtr0303161					GPCRsecr.HG1.36:like:ADGRA1/ADGRA2/ADGRA3/ADGRV1	Syntaxin.HG1.4:STX1A/STX1B/STX2/STX3/STX4	GPCRsecr.HG1.36:like:ADGRA1/ADGRA2/ADGRA3/ADGRV1		Lectin_C/GPS/7tm_2/Lectin_C/Syntaxin/SNARE/,Syntaxin/SNARE/
OG_9815	Tuba1a/Tuba1b/Tuba4a/tubulin_alpha_1a/tubulin_alpha_1b/tubulin_alpha_1c/tubulin_alpha_3c	Hvul,Mlei,Mmus,Nvec,Spolac,Tadh,TrH2	Metazoa	Dmel,Hoilungia,Spis	Dmel,Hhon,HoiH23,Hvul,Mlei,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa		7	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT54910,Tadh_TriadT62809,Tadh_TriadT63797	TrH2_TrispH2_007511-RA,TrH2_TrispH2_007514-RA	Hhon_g11866.t1		Nvec_v1g182198,Nvec_v1g186216,Nvec_v1g202466,Nvec_v1g234521,Nvec_v1g235000,Nvec_v1g244590		Hvul_g24271_1,Hvul_g28847_1,Hvul_g28849_1,Hvul_g33076_1	Mmus_ENSMUST00000077577,Mmus_ENSMUST00000079464,Mmus_ENSMUST00000097014										Tubulin/Tubulin_C/
OG_1335	amyloid_beta_precursor_like_protein_1/amyloid_beta_precursor_protein/Aplp1/Aplp2/App	Dmel,Hhon,HoiH23,Hvul,Mmus,Tadh,TrH2	CniBilPla	Anthozoa	Dmel,Hhon,HoiH23,Hvul,Mmus,Nvec,Spis,Tadh,TrH2	CniBilPla		7	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT55959	TrH2_TrispH2_004326-RA	Hhon_g06261.t1	HoiH23_PlH23_008792-RA	Nvec_v1g181774	Spis_XP_022797547_1	Hvul_g25762_1	Mmus_ENSMUST00000006828,Mmus_ENSMUST00000072634,Mmus_ENSMUST00000227723	Dmel_FBtr0307291									APP_N/APP_Cu_bd/APP_E2/
OG_2345	synaptotagmin_1/Syt1/Syt2/Syt5/Syt6	Dmel,Hhon,HoiH23,Mmus,Nvec,Tadh,TrH2	CniBilPla	Hvul,Spis	Dmel,Hhon,HoiH23,Hvul,Mlei,Mmus,Nvec,Spis,Tadh,TrH2	Metazoa	Spolac	7	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	Tadh_TriadT51110	TrH2_TrispH2_007645-RA	Hhon_g03362.t1	HoiH23_PlH23_007130-RA	Nvec_v1g136167,Nvec_v1g136185			Mmus_ENSMUST00000064054,Mmus_ENSMUST00000065957,Mmus_ENSMUST00000121990,Mmus_ENSMUST00000239027	Dmel_FBtr0077726,Dmel_FBtr0299849,Dmel_FBtr0303254						Synaptotagmin.HG1.2:SYT1/SYT2/SYT5/SYT8			C2/C2/
OG_2968	Kcna1/Kcna2/Kcna6/Kcnb1/Kcnd2/Kcnf1/potassium_voltage_gated_channel_subfamily_A_member_1/potassium_voltage_gated_channel_subfamily_B_member_1/potassium_voltage_gated_channel_subfamily_B_member_2/potassium_voltage_gated_channel_subfamily_C_member_1	Dmel,Hhon,HoiH23,Hvul,Mmus,Tadh,TrH2	CniBilPla	Anthozoa	Dmel,Hhon,HoiH23,Hvul,Mlei,Mmus,Nvec,Spis,Tadh,TrH2	Metazoa	Spolac	7	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT3098	TrH2_TrispH2_001435-RA,TrH2_TrispH2_007531-RA	Hhon_g03542.t1,Hhon_g07625.t1	HoiH23_PlH23_001059-RA,HoiH23_PlH23_002305-RA	Nvec_v1g189854,Nvec_v1g21645		Hvul_g565_1,Hvul_g567_1,Hvul_g6967_1	Mmus_ENSMUST00000038695,Mmus_ENSMUST00000040751,Mmus_ENSMUST00000055168,Mmus_ENSMUST00000059826,Mmus_ENSMUST00000081542,Mmus_ENSMUST00000170580	Dmel_FBtr0089657,Dmel_FBtr0112853,Dmel_FBtr0289989,Dmel_FBtr0308029,Dmel_FBtr0333898				Ion_trans.HG1.1:KCNB1/KCNB2/KCNF1/KCNG1/KCNG2/KCNG3/KCNG4/KCNS1/KCNS2/KCNS3/KCNV1/KCNV2,Ion_trans.HG1.4:KCNC1/KCNC2/KCNC3/KCNC4					BTB_2/Ion_trans/
OG_3278	DIRAS_family_GTPase_2/Diras1/Diras2/RAP1A_member_of_RAS_oncogene_family/RAP2A_member_of_RAS_oncogene_family/RAS_like_proto_oncogene_A/RAS_like_proto_oncogene_B/Rasl10a	Dmel,Hhon,HoiH23,Hvul,Mmus,Tadh,TrH2	CniBilPla	Anthozoa	Dmel,Hhon,HoiH23,Hvul,Mlei,Mmus,Nvec,Spis,Tadh,TrH2	Metazoa	Spolac	7	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	Tadh_TriadT21058,Tadh_TriadT56973	TrH2_TrispH2_004273-RA,TrH2_TrispH2_009602-RA	Hhon_g06439.t1	HoiH23_PlH23_010151-RA			Hvul_g21976_1,Hvul_g25582_1,Hvul_g27140_1	Mmus_ENSMUST00000037218,Mmus_ENSMUST00000055125,Mmus_ENSMUST00000057442	Dmel_FBtr0070103,Dmel_FBtr0076931,Dmel_FBtr0078679,Dmel_FBtr0082139									Ras/
OG_8613	cytoplasmic_polyadenylation_element_binding_protein_2/cytoplasmic_polyadenylation_element_binding_protein_3	Dmel,Hhon,HoiH23,Hvul,Spis,Tadh,TrH2	CniBilPla	Mmus,Nvec	Dmel,Hhon,HoiH23,Hvul,Mlei,Mmus,Nvec,Spis,Tadh,TrH2	Metazoa	Spolac	7	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT58533	TrH2_TrispH2_010238-RA	Hhon_g02232.t1	HoiH23_PlH23_003481-RA		Spis_XP_022805062_1	Hvul_g18711_1		Dmel_FBtr0474158									RRM_7/CEBP_ZZ/
OG_1769	gamma_aminobutyric_acid_type_B_receptor_subunit_1/guanylate_cyclase_2F_retinal/natriuretic_peptide_receptor_1/natriuretic_peptide_receptor_2/taste_1_receptor_member_3	Hhon,HoiH23,Hvul,Mlei,Tadh,TrH2	Metazoa	Anthozoa,Bilateria,Spolac	Dmel,Hhon,HoiH23,Hvul,Mlei,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa		6	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	Tadh_TriadT13796,Tadh_TriadT16609,Tadh_TriadT22079,Tadh_TriadT29326,Tadh_TriadT29353,Tadh_TriadT29434,Tadh_TriadT30655,Tadh_TriadT33908,Tadh_TriadT59364	TrH2_TrispH2_000784-RA,TrH2_TrispH2_001949-RA,TrH2_TrispH2_001950-RA,TrH2_TrispH2_002051-RA,TrH2_TrispH2_004854-RA,TrH2_TrispH2_008600-RA,TrH2_TrispH2_010210-RA	Hhon_g00715.t1,Hhon_g00821.t1,Hhon_g00823.t1,Hhon_g04948.t1,Hhon_g06324.t1,Hhon_g07026.t1,Hhon_g07532.t1	HoiH23_PlH23_001309-RA,HoiH23_PlH23_003833-RA,HoiH23_PlH23_003854-RA,HoiH23_PlH23_005283-RA,HoiH23_PlH23_005889-RA,HoiH23_PlH23_005890-RA,HoiH23_PlH23_005891-RA,HoiH23_PlH23_009783-RA,HoiH23_PlH23_011791-RA	Nvec_v1g120467	Spis_XP_022780262_1,Spis_XP_022780263_1,Spis_XP_022793915_1	Hvul_g23344_1,Hvul_g26988_1		Dmel_FBtr0474144					Pkinase.HG13.1:like:GUCY2C/GUCY2D/GUCY2F/NPR1/NPR2,Pkinase.HG13.15:GUCY2D/GUCY2F,Pkinase.HG13.5:like:GUCY2C/GUCY2D/GUCY2F/NPR1/NPR2	ANF_receptor.HG4.6:like:GUCY2D/GUCY2F/NPR1/NPR2/NPR3,ANF_receptor.HG4.9:like:GUCY2D/GUCY2F/NPR1/NPR2/NPR3			ANF_receptor/Pkinase_Tyr/HNOBA/Guanylate_cyc/,Guanylate_cyc/,HNOBA/Guanylate_cyc/,NIT/Guanylate_cyc/,NIT/HNOBA/Guanylate_cyc/,Pkinase_Tyr/HNOBA/Guanylate_cyc/
OG_10337	G_protein_subunit_alpha_L/Gnal/Gnas	Hhon,HoiH23,Hvul,Mmus,Tadh,TrH2	CniBilPla	Anthozoa,Dmel	Dmel,Hhon,HoiH23,Hvul,Mlei,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa		6	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT35829	TrH2_TrispH2_001501-RA	Hhon_g02538.t1	HoiH23_PlH23_005717-RA			Hvul_g21409_1	Mmus_ENSMUST00000025402,Mmus_ENSMUST00000080493										G-alpha/
OG_10896	phospholipase_C_beta_1/phospholipase_C_beta_4/Plcb1/Plcb4	Dmel,Hhon,HoiH23,Hvul,Mmus,Spis	CniBilPla	Nvec,Trichoplax	Dmel,Hhon,HoiH23,Hvul,Mlei,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa		6	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT61893	TrH2_TrispH2_004951-RA	Hhon_g06565.t1	HoiH23_PlH23_001839-RA	Nvec_v1g174		Hvul_g22_1	Mmus_ENSMUST00000035646,Mmus_ENSMUST00000110116	Dmel_FBtr0070650,Dmel_FBtr0078050									PH_14/EF-hand_like/PI-PLC-X/,PH_14/EF-hand_like/PI-PLC-X/PI-PLC-Y/,PH_14/EF-hand_like/PI-PLC-X/PI-PLC-Y/PLC-beta_C/
OG_1824	phosphatase_domain_containing_paladin_1	Hhon,HoiH23,Nvec,Spis,Tadh,TrH2	CniBilPla	Bilateria,Hvul	Hhon,HoiH23,Mmus,Nvec,Spis,Tadh,TrH2	CniBilPla	Dmel,Hvul	6	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT59685	TrH2_TrispH2_000273-RA	Hhon_g05976.t1	HoiH23_PlH23_003087-RA	Nvec_v1g51544	Spis_XP_022786521_1												PTPlike_phytase/PTPlike_phytase/
OG_2313	Cacna2d1/Cacna2d2/Cacna2d3/calcium_voltage_gated_channel_auxiliary_subunit_alpha2delta_3/calcium_voltage_gated_channel_auxiliary_subunit_alpha2delta_4	Dmel,Hvul,Mmus,Spis,Tadh,TrH2	CniBilPla	Hoilungia,Nvec	Dmel,Hhon,HoiH23,Hvul,Mlei,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa		6	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT56911	TrH2_TrispH2_003756-RA	Hhon_g05648.t1	HoiH23_PlH23_010481-RA	Nvec_v1g199711	Spis_XP_022781281_1,Spis_XP_022781288_1,Spis_XP_022787953_1,Spis_XP_022787965_1	Hvul_g25365_1	Mmus_ENSMUST00000022567,Mmus_ENSMUST00000039370,Mmus_ENSMUST00000164988	Dmel_FBtr0303797,Dmel_FBtr0304694,Dmel_FBtr0344773				VGCC_alpha2.HG1.1:CACNA2D1/CACNA2D2					VGCC_alpha2/,VWA_N/VWA_3/VGCC_alpha2/,VWA_N/VWA/VGCC_alpha2/
OG_3362	Cacna1a/Cacna1e/calcium_voltage_gated_channel_subunit_alpha1_C/calcium_voltage_gated_channel_subunit_alpha1_S	Dmel,Hhon,HoiH23,Mmus,Nvec,Spis	CniBilPla	Hvul,Trichoplax	Dmel,Hhon,HoiH23,Hvul,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa	Mlei	6	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE			Hhon_g06121.t1	HoiH23_PlH23_000152-RA,HoiH23_PlH23_002645-RA	Nvec_NVE1263,Nvec_v1g232024	Spis_XP_022780503_1,Spis_XP_022793389_1,Spis_XP_022798884_1		Mmus_ENSMUST00000187541,Mmus_ENSMUST00000238701	Dmel_FBtr0090004,Dmel_FBtr0474241				Ion_trans.HG2.7:CACNA1A/CACNA1B/CACNA1C/CACNA1D/CACNA1E/CACNA1F/CACNA1S;PKD_channel.HG2.11:CACNA1C/CACNA1D/CACNA1F/CACNA1S,Ion_trans.HG2.7:CACNA1A/CACNA1B/CACNA1C/CACNA1D/CACNA1E/CACNA1F/CACNA1S;PKD_channel.HG2.9:CACNA1A/CACNA1B/CACNA1E					Ion_trans/Ion_trans/Ion_trans/Ion_trans/GPHH/Ca_chan_IQ/
