HoiH23_g2.t1		
HoiH23_hyp_clust10028.t1	novel_protein	SRCR/
HoiH23_PlH23_000293-RA	yrdC_N6_threonylcarbamoyltransferase_domain_containing	Sua5_yciO_yrdC/
HoiH23_PlH23_000294-RA	hormonally_up_regulated_Neu_associated_kinase	Pkinase/Pkinase/
HoiH23_PlH23_000295-RA	relaxin_family_peptide_receptor_1	LRR_8/LRR_5/LRR_8/LRR_5/LRR_8/LRR_8/LRR_8/LRR_8/7tm_1/
HoiH23_PlH23_000296-RA	AT_rich_interaction_domain_1B	ARID/BAF250_C/
HoiH23_PlH23_000297-RA	cytochrome_c_oxidase_copper_chaperone_COX17	COX17/
HoiH23_PlH23_000298-RA	cilia_and_flagella_associated_protein_47	PapD-like/CH/
HoiH23_PlH23_000299-RA	serine_hydrolase_like_2	Abhydrolase_1/
HoiH23_PlH23_000300-RA	serine_hydrolase_like_2	Abhydrolase_1/
HoiH23_PlH23_000301-RA	terminal_nucleotidyltransferase_5A	NTP_transf_7/
HoiH23_PlH23_000302-RA	branched_chain_keto_acid_dehydrogenase_E1_subunit_beta	Transket_pyr/Transketolase_C/
HoiH23_PlH23_000303-RA	COMM_domain_containing_5	COMM_domain/
HoiH23_PlH23_000304-RA	scavenger_receptor_class_B_member_2	CD36/
HoiH23_PlH23_000305-RA	septin_8	Septin/
HoiH23_PlH23_000306-RA	histamine_receptor_H2	7tm_1/
HoiH23_PlH23_000307-RA	histamine_receptor_H2	7tm_1/
HoiH23_PlH23_000308-RA	NME_NM23_family_member_5	NDK/Dpy-30/
HoiH23_PlH23_000309-RA	RB1_inducible_coiled_coil_1	ATG11/
HoiH23_PlH23_000310-RA	nocturnin	Exo_endo_phos/
HoiH23_PlH23_000311-RA	potassium_channel_tetramerization_domain_containing_8	BTB_2/
HoiH23_PlH23_000312-RA	ovochymase_1	CUB/Trypsin/CUB/Trypsin/
HoiH23_PlH23_000313-RA	interleukin_1_receptor_associated_kinase_1_binding_protein_1	SIMPL/
HoiH23_PlH23_000314-RA	solute_carrier_family_35_member_F2	SLC35F/
HoiH23_PlH23_000315-RA	jagunal_homolog_1	Jagunal/
HoiH23_PlH23_000316-RA	dynein_axonemal_heavy_chain_5	DHC_N1/DHC_N1/DHC_N2/AAA_6/AAA_6/Dynein_AAA_lid/AAA_7/AAA_lid_1/AAA_8/AAA_9/Dynein_heavy/AAA_lid_11/Dynein_C/
HoiH23_PlH23_000317-RA	EH_domain_containing_3	EHD_N/Dynamin_N/DUF5600/EF-hand_4/
HoiH23_PlH23_000318-RA	mitogen_activated_protein_kinase_kinase_kinase_kinase_2	Pkinase/CNH/
HoiH23_PlH23_000319-RA	solute_carrier_family_17_member_6	MFS_1/
HoiH23_PlH23_000320-RA	arginyl_tRNA_synthetase_1	Arg_tRNA_synt_N/tRNA-synt_1d/DALR_1/
HoiH23_PlH23_000321-RA	solute_carrier_family_36_member_1	Aa_trans/
HoiH23_PlH23_000322-RA	solute_carrier_family_36_member_1	Aa_trans/Aa_trans/
HoiH23_PlH23_000323-RA	solute_carrier_family_36_member_3	Aa_trans/Aa_trans/
HoiH23_PlH23_000324-RA	solute_carrier_family_36_member_3	Aa_trans/Aa_trans/
HoiH23_PlH23_000325-RA	solute_carrier_family_36_member_3	Aa_trans/
HoiH23_PlH23_000326-RA	DnaJ_heat_shock_protein_family_Hsp40_member_C8	DnaJ/
HoiH23_PlH23_000327-RA	QKI_KH_domain_containing_RNA_binding	STAR_dimer/
HoiH23_PlH23_000328-RA	tyrosyl_tRNA_synthetase_1	tRNA-synt_1b/tRNA_bind/
HoiH23_PlH23_000329-RA	1_acylglycerol_3_phosphate_O_acyltransferase_3	Acyltransferase/Acyltransf_C/
HoiH23_PlH23_000330-RA		SRA1/
HoiH23_PlH23_000331-RA	CHM_Rab_escort_protein	GDI/GDI/
HoiH23_PlH23_000332-RA	nucleoporin_98_and_96_precursor	Nucleoporin2/Nup96/
HoiH23_PlH23_000334-RA	ST13_Hsp70_interacting_protein	HipN/STI1/
HoiH23_PlH23_000335-RA	SH3_domain_containing_19	SH3_1/SH3_1/SH3_1/SH3_1/SH3_9/
HoiH23_PlH23_000336-RA		
HoiH23_PlH23_000337-RA		
HoiH23_PlH23_000338-RA	myosin_VI	Myosin_N/Myosin_head/Myosin-VI_CBD/
HoiH23_PlH23_000339-RA	ribosomal_protein_L24	Ribosomal_L24e/
HoiH23_PlH23_000340-RA		
HoiH23_PlH23_000341-RA	coiled_coil_domain_containing_28B	DUF4061/
HoiH23_PlH23_000342-RA	glutamate_metabotropic_receptor_5	ANF_receptor/
HoiH23_PlH23_000343-RA	KIAA1841	DUF3342/
HoiH23_PlH23_000344-RA	BAF_chromatin_remodeling_complex_subunit_BCL7B	BCL_N/
HoiH23_PlH23_000345-RA	synaptosome_associated_protein_29	DUF5089/
HoiH23_PlH23_000346-RA	TATA_box_binding_protein_associated_factor_7	TAFII55_N/
HoiH23_PlH23_000347-RA	natriuretic_peptide_receptor_1	Guanylate_cyc/
HoiH23_PlH23_000348-RA	natriuretic_peptide_receptor_1	NIT/Guanylate_cyc/
HoiH23_PlH23_000349-RA	mitochondrial_rRNA_methyltransferase_3	SpoU_methylase/
HoiH23_PlH23_000350-RA	nudix_hydrolase_9	NUDIX/
HoiH23_PlH23_000351-RA	diphthamide_biosynthesis_1	Diphthamide_syn/
HoiH23_PlH23_000352-RA	smoothelin_like_2	Smoothelin/CH/
HoiH23_PlH23_000353-RA	leucine_rich_repeat_containing_43	
HoiH23_PlH23_000354-RA	ribosomal_protein_L23a	Ribosomal_L23eN/Ribosomal_L23/
HoiH23_PlH23_000355-RA		DUF3161/
HoiH23_PlH23_000356-RA	GATA_binding_protein_3	GATA/GATA/
HoiH23_PlH23_000357-RA	kinase_suppressor_of_ras_2	SAM_KSR1/C1_1/Pkinase_Tyr/
HoiH23_PlH23_000358-RA	ER_membrane_associated_RNA_degradation	DUF4209/
HoiH23_PlH23_000359-RA		
HoiH23_PlH23_000360-RA	thioredoxin_reductase_2	Pyr_redox_2/Pyr_redox_dim/
HoiH23_PlH23_000361-RA		
HoiH23_PlH23_000362-RA	G_protein_subunit_beta_1_like	WD40/WD40/
HoiH23_PlH23_000363-RA	HscB_mitochondrial_iron_sulfur_cluster_cochaperone	HSCB_C/
HoiH23_PlH23_000364-RA	apoptosis_inducing_factor_mitochondria_associated_3	Rieske/Pyr_redox_2/Reductase_C/
HoiH23_PlH23_000365-RA	ring_finger_protein_34	zf-C3HC4_3/
HoiH23_PlH23_000366-RA	THO_complex_5	FmiP_Thoc5/
HoiH23_PlH23_000367-RA	SH3_and_multiple_ankyrin_repeat_domains_3	SAM_2/RA/
HoiH23_PlH23_000368-RA	intraflagellar_transport_22	Roc/
HoiH23_PlH23_000369-RA	TAO_kinase_2	Pkinase/
HoiH23_PlH23_000370-RA		
HoiH23_PlH23_000371-RA	VPS29_retromer_complex_component	Metallophos_2/
HoiH23_PlH23_000372-RA	myotubularin_related_protein_3	Myotub-related/FYVE/
HoiH23_PlH23_000373-RA	thioredoxin_related_transmembrane_protein_2	Thioredoxin/
HoiH23_PlH23_000374-RA	derlin_2	DER1/
HoiH23_PlH23_000375-RA	GLE1_RNA_export_mediator	GLE1/
HoiH23_PlH23_000376-RA	zinc_finger_CCHC_type_containing_8	PSP/
HoiH23_PlH23_000377-RA	ring_finger_protein_10	zf-C3HC4/
HoiH23_PlH23_000378-RA	CAP_Gly_domain_containing_linker_protein_2	CAP_GLY/CAP_GLY/CLIP1_ZNF/
HoiH23_PlH23_000379-RA	RNA_polymerase_II_subunit_J	RNA_pol_L_2/
HoiH23_PlH23_000380-RA	EMG1_N1_specific_pseudouridine_methyltransferase	EMG1/
HoiH23_PlH23_000381-RA		
HoiH23_PlH23_000382-RA	major_facilitator_superfamily_domain_containing_13A	MFS_2/MFS_2/
HoiH23_PlH23_000383-RA	trafficking_protein_particle_complex_11	Foie-gras_1/Gryzun-like/
HoiH23_PlH23_000384-RA		LRR_8/LRR_8/LRR_8/LRR_8/
HoiH23_PlH23_000385-RA	G_protein_coupled_receptor_143	Ocular_alb/
HoiH23_PlH23_000386-RA		
HoiH23_PlH23_000387-RA	BRCA1_interacting_protein_C_terminal_helicase_1	DEAD_2/Helicase_C_2/
HoiH23_PlH23_000388-RA	BRCA1_interacting_protein_C_terminal_helicase_1	
HoiH23_PlH23_000389-RA	T_box_transcription_factor_2	T-box/
HoiH23_PlH23_000390-RA	T_box_transcription_factor_4	T-box/
HoiH23_PlH23_000391-RA	BCAS3_microtubule_associated_cell_migration_factor	BCAS3/
HoiH23_PlH23_000392-RA	transport_and_golgi_organization_2_homolog	TANGO2/
HoiH23_PlH23_000393-RA	cleavage_and_polyadenylation_specific_factor_2	Lactamase_B_6/Beta-Casp/RMMBL/CPSF100_C/
HoiH23_PlH23_000394-RA	DNA_polymerase_epsilon_catalytic_subunit	DNA_pol_B_exo1/DNA_pol_B/DUF1744/
HoiH23_PlH23_000395-RA		
HoiH23_PlH23_000396-RA	RAB4B_member_RAS_oncogene_family	Ras/
HoiH23_PlH23_000397-RA	mutL_homolog_3	HATPase_c/MutL_C/
HoiH23_PlH23_000398-RA	glycogen_phosphorylase_B	Phosphorylase/
HoiH23_PlH23_000399-RA	mitochondrial_ribosomal_protein_S5	Ribosomal_S5/Ribosomal_S5_C/
HoiH23_PlH23_000400-RA	cytochrome_c_oxidase_assembly_factor_COX16	COX16/
HoiH23_PlH23_000401-RA	neuronal_differentiation_6	HLH/
HoiH23_PlH23_000402-RA	actin_related_protein_10	Actin/
HoiH23_PlH23_000403-RA	CCAAT_enhancer_binding_protein_zeta	CBF/
HoiH23_PlH23_000404-RA	chromosome_16_open_reading_frame_89	DUF4735/
HoiH23_PlH23_000405-RA		
HoiH23_PlH23_000406-RA	transmembrane_p24_trafficking_protein_10	EMP24_GP25L/
HoiH23_PlH23_000407-RA	ribokinase	PfkB/
HoiH23_PlH23_000408-RA	atlastin_GTPase_2	GBP/
HoiH23_PlH23_000409-RA	peptidylprolyl_isomerase_D	TPR_9/
HoiH23_PlH23_000410-RA		CCSAP/
HoiH23_PlH23_000411-RA		
HoiH23_PlH23_000412-RA	protein_only_RNase_P_catalytic_subunit	PPR_long/PRORP/
HoiH23_PlH23_000413-RA	microtubule_associated_protein_10	DUF4497/
HoiH23_PlH23_000414-RA		
HoiH23_PlH23_000415-RA	mitochondrial_ribosomal_protein_L49	Img2/
HoiH23_PlH23_000416-RA	pre_mRNA_processing_factor_39	
HoiH23_PlH23_000417-RA	glycine_N_methyltransferase	Methyltransf_31/
HoiH23_PlH23_000418-RA	CXXC_repeat_containing_interactor_of_PDZ3_domain	Cript/
HoiH23_PlH23_000419-RA		
HoiH23_PlH23_000420-RA	FGF1_intracellular_binding_protein	FIBP/
HoiH23_PlH23_000421-RA	kinetochore_associated_1	Rod_C/
HoiH23_PlH23_000422-RA		
HoiH23_PlH23_000423-RA	pyruvate_carboxylase	Biotin_carb_N/CPSase_L_D2/Biotin_carb_C/HMGL-like/PYC_OADA/Biotin_lipoyl/
HoiH23_PlH23_000424-RA	aquarius_intron_binding_spliceosomal_factor	Aquarius_N/AAA_11/AAA_12/
HoiH23_PlH23_000425-RA	activator_of_HSP90_ATPase_activity_1	Aha1_N/AHSA1/
HoiH23_PlH23_000426-RA	cytochrome_c_oxidase_subunit_7A2	COX7a/
HoiH23_PlH23_000427-RA	proteasome_26S_subunit_non_ATPase_11	RPN6_N/PCI/RPN6_C_helix/
HoiH23_PlH23_000428-RA	trafficking_protein_particle_complex_6B	TRAPP/
HoiH23_PlH23_000429-RA		
HoiH23_PlH23_000430-RA	churchill_domain_containing_1	Churchill/
HoiH23_PlH23_000431-RA	tRNA_methyltransferase_6	Gcd10p/
HoiH23_PlH23_000432-RA	distal_membrane_arm_assembly_complex_2_like	LRR_6/
HoiH23_PlH23_000433-RA	pinin_desmosome_associated_protein	Pinin_SDK_N/Pinin_SDK_memA/
HoiH23_PlH23_000434-RA	carboxypeptidase_A1	Peptidase_M14/
HoiH23_PlH23_000435-RA	tRNA_methyltransferase_61B	GCD14/
HoiH23_PlH23_000436-RA	NRDE_2_necessary_for_RNA_interference_domain_containing	NRDE-2/
HoiH23_PlH23_000437-RA	protein_phosphatase_1_regulatory_subunit_37	LRR_6/LRR_6/
HoiH23_PlH23_000438-RA		
HoiH23_PlH23_000439-RA	cell_growth_regulator_with_ring_finger_domain_1	zf-C3HC4_3/
HoiH23_PlH23_000440-RA	FA_complementation_group_L	FANCL_d1/FANCL_d2/FANCL_d3/FANCL_C/
HoiH23_PlH23_000441-RA	eukaryotic_translation_initiation_factor_1A_domain_containing	eIF-1a/
HoiH23_PlH23_000442-RA	BAF_nuclear_assembly_factor_1	BAF/
HoiH23_PlH23_000443-RA	BRMS1_like_transcriptional_repressor	Sds3/
HoiH23_PlH23_000444-RA		Pyr_redox_2/
HoiH23_PlH23_000445-RA	DEAD_box_helicase_55	DEAD/Helicase_C/DUF4217/
HoiH23_PlH23_000446-RA	tyrosine_3_monooxygenase_tryptophan_5_monooxygenase_activation_protein_epsilon	14-3-3/
HoiH23_PlH23_000447-RA	gametogenetin_binding_protein_2	
HoiH23_PlH23_000448-RA	FtsJ_RNA_2_O_methyltransferase_3	FtsJ/DUF3381/Spb1_C/
HoiH23_PlH23_000449-RA	ubiquitin_specific_peptidase_30	UCH/
HoiH23_PlH23_000450-RA	protein_phosphatase_1_catalytic_subunit_alpha	STPPase_N/Metallophos/
HoiH23_PlH23_000451-RA	PRKR_interacting_protein_1	DUF1168/
HoiH23_PlH23_000452-RA	serum_response_factor	SRF-TF/
HoiH23_PlH23_000453-RA	serum_response_factor	SRF-TF/
HoiH23_PlH23_000454-RA	synoviolin_1	zf-RING_2/
HoiH23_PlH23_000455-RA	transmembrane_protein_120B	TMPIT/TMPIT/
HoiH23_PlH23_000456-RA	F_box_protein_2	Malectin/FBA/
HoiH23_PlH23_000457-RA	spectrin_alpha_non_erythrocytic_1	Spectrin/Spectrin/Spectrin/Spectrin/Spectrin/Spectrin/Spectrin/Spectrin/Spectrin/SH3_1/Spectrin/Spectrin/Spectrin/Spectrin/Spectrin/Spectrin/Spectrin/Spectrin/Spectrin/Spectrin/Spectrin/EF-hand_7/EFhand_Ca_insen/
HoiH23_PlH23_000458-RA	purinergic_receptor_P2X_4	P2X_receptor/
HoiH23_PlH23_000459-RA	mitochondrial_E3_ubiquitin_protein_ligase_1	3HCDH_N/zf-C3HC4_3/
HoiH23_PlH23_000460-RA	solute_carrier_family_25_member_29	Mito_carr/Mito_carr/Mito_carr/
HoiH23_PlH23_000461-RA	3_2_5_bisphosphate_nucleotidase_1	Inositol_P/
HoiH23_PlH23_000462-RA	Rho_GTPase_activating_protein_22	PH/RhoGAP/
HoiH23_PlH23_000463-RA	SCY1_like_pseudokinase_1	Pkinase/
HoiH23_PlH23_000464-RA	SDE2_telomere_maintenance_homolog	Sde2_N_Ubi/
HoiH23_PlH23_000465-RA		
HoiH23_PlH23_000466-RA		CCDC32/
HoiH23_PlH23_000467-RA	abhydrolase_domain_containing_12_lysophospholipase	Hydrolase_4/
HoiH23_PlH23_000468-RA	GINS_complex_subunit_1	Sld5/
HoiH23_PlH23_000469-RA	protein_O_mannosyltransferase_2	PMT/MIR/PMT_4TMC/
HoiH23_PlH23_000470-RA	serine_palmitoyltransferase_long_chain_base_subunit_2	Aminotran_1_2/
HoiH23_PlH23_000471-RA	neuroglobin	Globin/
HoiH23_PlH23_000472-RA	aldo_keto_reductase_family_1_member_A1	Aldo_ket_red/
HoiH23_PlH23_000473-RA	protein_phosphatase_1_regulatory_subunit_36	PPPI_inhib/
HoiH23_PlH23_000474-RA	solute_carrier_family_35_member_F3	
HoiH23_PlH23_000475-RA		
HoiH23_PlH23_000476-RA	solute_carrier_family_35_member_F3	EamA/
HoiH23_PlH23_000477-RA	solute_carrier_family_35_member_F3	
HoiH23_PlH23_000478-RA	solute_carrier_family_35_member_F3	
HoiH23_PlH23_000479-RA		Nnf1/
HoiH23_PlH23_000480-RA	unconventional_SNARE_in_the_ER_1	Use1/
HoiH23_PlH23_000481-RA	C_terminal_Src_kinase	SH2/Pkinase_Tyr/
HoiH23_PlH23_000482-RA	C_terminal_Src_kinase	SH2/Pkinase_Tyr/
HoiH23_PlH23_000483-RA	UPF1_RNA_helicase_and_ATPase	UPF1_Zn_bind/DUF5599/ResIII/AAA_11/AAA_12/
HoiH23_PlH23_000484-RA	alkaline_ceramidase_2	Ceramidase/
HoiH23_PlH23_000485-RA	terminal_nucleotidyltransferase_2	TUTase/PAP_assoc/
HoiH23_PlH23_000486-RA	calcium_and_integrin_binding_family_member_2	EF-hand_7/
HoiH23_PlH23_000487-RA	beta_1_3_galactosyltransferase_5	Galactosyl_T/
HoiH23_PlH23_000488-RA	beta_1_3_galactosyltransferase_1	Galactosyl_T/
HoiH23_PlH23_000489-RA	leucine_rich_repeat_containing_61	
HoiH23_PlH23_000490-RA	TATA_box_binding_protein_associated_factor_RNA_polymerase_I_subunit_C	
HoiH23_PlH23_000491-RA	kinesin_family_member_C3	Microtub_bd/
HoiH23_PlH23_000492-RA	kinesin_family_member_9	Kinesin/
HoiH23_PlH23_000493-RA	kinesin_family_member_5A	Kinesin/
HoiH23_PlH23_000494-RA	fructose_bisphosphatase_2	FBPase/FBPase_C/
HoiH23_PlH23_000495-RA	adhesion_G_protein_coupled_receptor_L3	Lectin_C/GPS/7tm_2/
HoiH23_PlH23_000496-RA	sorbitol_dehydrogenase	ADH_N/ADH_zinc_N/
HoiH23_PlH23_000497-RA		HTH_32/
HoiH23_PlH23_000498-RA	ribosomal_protein_S6	Ribosomal_S6e/
HoiH23_PlH23_000499-RA	tumor_protein_p53_binding_protein_1	53-BP1_Tudor/BRCT_2/BRCT_3/
HoiH23_PlH23_000500-RA	tubulin_gamma_complex_associated_protein_4	GCP_N_terminal/GCP_C_terminal/
HoiH23_PlH23_000501-RA	dynein_axonemal_assembly_factor_4	CS/TPR_16/TPR_1/
HoiH23_PlH23_000502-RA	MALT1_paracaspase	Peptidase_C14/
HoiH23_PlH23_000503-RA	IDNK_gluconokinase	SKI/
HoiH23_PlH23_000504-RA	NSA2_ribosome_biogenesis_factor	Ribosomal_S8e/
HoiH23_PlH23_000505-RA	leucine_rich_repeat_containing_49	LRR_9/
HoiH23_PlH23_000506-RA	tubulin_tyrosine_ligase_like_13_pseudogene	TTL/
HoiH23_PlH23_000507-RA	proprotein_convertase_subtilisin_kexin_type_1	Peptidase_S8/P_proprotein/
HoiH23_PlH23_000508-RA	proprotein_convertase_subtilisin_kexin_type_1	S8_pro-domain/Peptidase_S8/P_proprotein/
HoiH23_PlH23_000509-RA	isocitrate_dehydrogenase_NAD_3_catalytic_subunit_alpha	Iso_dh/
HoiH23_PlH23_000510-RA		Mei5/
HoiH23_PlH23_000511-RA	importin_11	IBN_N/
HoiH23_PlH23_000512-RA	proprotein_convertase_subtilisin_kexin_type_5	S8_pro-domain/Peptidase_S8/P_proprotein/Furin-like_2/Furin-like_2/
HoiH23_PlH23_000513-RA	heparan_alpha_glucosaminide_N_acetyltransferase	
HoiH23_PlH23_000514-RA	beta_1_4_N_acetyl_galactosaminyltransferase_3	CHGN/
HoiH23_PlH23_000515-RA	adrenoceptor_alpha_2A	7tm_1/
HoiH23_PlH23_000516-RA	TOPBP1_interacting_checkpoint_and_replication_regulator	Treslin_N/
HoiH23_PlH23_000517-RA		
HoiH23_PlH23_000518-RA	solute_carrier_family_30_member_5	Cation_efflux/
HoiH23_PlH23_000519-RA	unc_51_like_kinase_3	Pkinase/MIT/MIT/
HoiH23_PlH23_000520-RA	NBAS_subunit_of_NRZ_tethering_complex	Nbas_N/Sec39/Sec39/
HoiH23_PlH23_000521-RA	mitotic_arrest_deficient_2_like_1	HORMA/
HoiH23_PlH23_000522-RA	translation_machinery_associated_16_homolog	Tma16/
HoiH23_PlH23_000523-RA	HAUS_augmin_like_complex_subunit_6	HAUS6_N/
HoiH23_PlH23_000524-RA	coiled_coil_domain_containing_112	
HoiH23_PlH23_000525-RA	RAB_member_of_RAS_oncogene_family_like_2A	Ras/
HoiH23_PlH23_000526-RA		
HoiH23_PlH23_000527-RA	phosphodiesterase_3A	PDEase_I/
HoiH23_PlH23_000528-RA	lipase_A_lysosomal_acid_type	Abhydrolase_1/
HoiH23_PlH23_000529-RA	acetyl_CoA_carboxylase_alpha	Biotin_carb_N/CPSase_L_D2/Biotin_carb_C/Biotin_lipoyl/ACC_central/Carboxyl_trans/
HoiH23_PlH23_000530-RA	lipase_F_gastric_type	Abhydro_lipase/
HoiH23_PlH23_000531-RA	neuron_navigator_2	CH/
HoiH23_PlH23_000532-RA	neuron_navigator_2	
HoiH23_PlH23_000533-RA	mitogen_activated_protein_kinase_kinase_2	Pkinase/
HoiH23_PlH23_000534-RA		
HoiH23_PlH23_000535-RA	golgi_phosphoprotein_3	GPP34/
HoiH23_PlH23_000536-RA	multiple_PDZ_domain_crumbs_cell_polarity_complex_component	PDZ/PDZ/PDZ/PDZ/PDZ/PDZ/
HoiH23_PlH23_000537-RA	ubiquitin_specific_peptidase_3	zf-UBP/UCH/
HoiH23_PlH23_000538-RA	FKBP_prolyl_isomerase_8	FKBP_C/TPR_8/
HoiH23_PlH23_000539-RA	solute_carrier_family_24_member_2	Na_Ca_ex/Na_Ca_ex/
HoiH23_PlH23_000540-RA	homer_scaffold_protein_2	WH1/
HoiH23_PlH23_000541-RA	aryl_hydrocarbon_receptor_nuclear_translocator	HLH/PAS/PAS_11/
HoiH23_PlH23_000542-RA	ATP_GTP_binding_protein_1	Pepdidase_M14_N/Peptidase_M14/
HoiH23_PlH23_000543-RA		Myb_DNA-bind_4/
HoiH23_PlH23_000544-RA	sodium_channel_epithelial_1_subunit_beta	ASC/
HoiH23_PlH23_000545-RA	mitochondrial_ribosomal_protein_L15	Ribosomal_L27A/
HoiH23_PlH23_000546-RA		LRR_8/LRR_8/
HoiH23_PlH23_000547-RA	abhydrolase_domain_containing_17B_depalmitoylase	Hydrolase_4/
HoiH23_PlH23_000548-RA	integrator_complex_subunit_14	VWA_2/
HoiH23_PlH23_000549-RA	MLLT3_super_elongation_complex_subunit	YEATS/AHD/
HoiH23_PlH23_000550-RA	solute_carrier_family_8_member_A3	Na_Ca_ex/Calx-beta/Calx-beta/Calx-beta/Na_Ca_ex/
HoiH23_PlH23_000551-RA	DNA_methyltransferase_3_beta	PWWP/PWWP/
HoiH23_PlH23_000552-RA	ubiquitin_like_7	ubiquitin/
HoiH23_PlH23_000553-RA	repulsive_guidance_molecule_BMP_co_receptor_a	RGM_N/RGM_C/
HoiH23_PlH23_000554-RA	forkhead_box_B1	Forkhead/
HoiH23_PlH23_000555-RA		
HoiH23_PlH23_000556-RA	chromodomain_helicase_DNA_binding_protein_1	Chromo/Chromo/SNF2_N/Helicase_C/CDH1_2_SANT_HL1/DUF4208/
HoiH23_PlH23_000557-RA	protein_disulfide_isomerase_family_A_member_3	Thioredoxin/Thioredoxin_6/Thioredoxin/
HoiH23_PlH23_000558-RA	synaptotagmin_7	C2/C2/
HoiH23_PlH23_000559-RA	mitochondrial_ribosomal_protein_S11	Ribosomal_S11/
HoiH23_PlH23_000560-RA	alpha_N_acetylgalactosaminidase	Melibiase_2/Melibiase_2_C/
HoiH23_PlH23_000561-RA		C2/
HoiH23_PlH23_000562-RA	receptor_accessory_protein_5	TB2_DP1_HVA22/
HoiH23_PlH23_000563-RA	solute_carrier_family_25_member_46	Mito_carr/
HoiH23_PlH23_000564-RA	UDP_glycosyltransferase_8	UDPGT/
HoiH23_PlH23_000565-RA	UDP_glycosyltransferase_8	UDPGT/
HoiH23_PlH23_000566-RA	sorting_nexin_27	PDZ/PX/
HoiH23_PlH23_000567-RA	pyroglutamyl_peptidase_I	Peptidase_C15/
HoiH23_PlH23_000568-RA	translocase_of_inner_mitochondrial_membrane_44	Tim44/
HoiH23_PlH23_000569-RA	6_pyruvoyltetrahydropterin_synthase	PTPS/
HoiH23_PlH23_000570-RA	LysM_domain_containing_3	
HoiH23_PlH23_000571-RA	RNA_polymerase_III_subunit_G	RNA_pol_3_Rpc31/
HoiH23_PlH23_000572-RA	misato_mitochondrial_distribution_and_morphology_regulator_1	Misat_Tub_SegII/Tubulin_3/
HoiH23_PlH23_000573-RA	proline_rich_coiled_coil_1	
HoiH23_PlH23_000574-RA	sorting_nexin_1	PX/Vps5/
HoiH23_PlH23_000575-RA		TPH/
HoiH23_PlH23_000576-RA	ATPase_phospholipid_transporting_8B4_putative	PhoLip_ATPase_N/E1-E2_ATPase/Hydrolase/PhoLip_ATPase_C/
HoiH23_PlH23_000577-RA	caseinolytic_mitochondrial_matrix_peptidase_chaperone_subunit_X	AAA_2/ClpB_D2-small/
HoiH23_PlH23_000578-RA		
HoiH23_PlH23_000579-RA	RGP1_homolog_RAB6A_GEF_complex_partner_1	Rgp1/Rgp1/
HoiH23_PlH23_000580-RA	glucosylceramidase_beta_2	Glyco_hydr_116N/DUF608/
HoiH23_PlH23_000581-RA	cytochrome_P450_family_3_subfamily_A_member_5	p450/
HoiH23_PlH23_000582-RA	gon_4_like	Myb_DNA-binding/PAH/
HoiH23_PlH23_000583-RA	retinol_saturase	NAD_binding_8/
HoiH23_PlH23_000584-RA	histamine_receptor_H2	7tm_1/
HoiH23_PlH23_000585-RA	histamine_receptor_H2	7tm_1/
HoiH23_PlH23_000586-RA	trace_amine_associated_receptor_6	7tm_1/
HoiH23_PlH23_000587-RA	DNA_topoisomerase_III_alpha	Toprim/Topoisom_bac/
HoiH23_PlH23_000588-RA	family_with_sequence_similarity_13_member_A	RhoGAP/
HoiH23_PlH23_000589-RA	prefoldin_subunit_1	Prefoldin_2/
HoiH23_PlH23_000590-RA	sphingosine_1_phosphate_lyase_1	Pyridoxal_deC/
HoiH23_PlH23_000591-RA	contactin_5	Ig_2/I-set/Ig_3/fn3/fn3/GPS/7tm_2/
HoiH23_PlH23_000592-RA	pleckstrin_and_Sec7_domain_containing_2	PDZ/Sec7/PH_9/
HoiH23_PlH23_000593-RA	Rap_guanine_nucleotide_exchange_factor_6	RasGEF_N/RasGEF/
HoiH23_PlH23_000594-RA	phosphatase_and_tensin_homolog	PTEN_C2/
HoiH23_PlH23_000595-RA		
HoiH23_PlH23_000596-RA	THO_complex_6	WD40/
HoiH23_PlH23_000597-RA	serine_threonine_kinase_36	Pkinase/
HoiH23_PlH23_000598-RA	RUN_and_FYVE_domain_containing_2	RUN/FYVE/
HoiH23_PlH23_000599-RA	ribosomal_protein_S14	Ribosomal_S11/
HoiH23_PlH23_000600-RA	BUD23_rRNA_methyltransferase_and_ribosome_maturation_factor	Methyltransf_25/
HoiH23_PlH23_000601-RA	fructosamine_3_kinase	Fructosamin_kin/
HoiH23_PlH23_000602-RA	chromosome_12_open_reading_frame_65	RF-1/
HoiH23_PlH23_000603-RA	bleomycin_hydrolase	Peptidase_C1_2/
HoiH23_PlH23_000604-RA	centromere_protein_J	
HoiH23_PlH23_000605-RA		
HoiH23_PlH23_000606-RA	DnaJ_heat_shock_protein_family_Hsp40_member_C30	DnaJ/
HoiH23_PlH23_000607-RA	VPS37B_subunit_of_ESCRT_I	Mod_r/
HoiH23_PlH23_000608-RA	sterile_alpha_motif_domain_containing_15	SAM_2/
HoiH23_PlH23_000609-RA	ATPase_sarcoplasmic_endoplasmic_reticulum_Ca2_transporting_2	Cation_ATPase_N/E1-E2_ATPase/Cation_ATPase/Cation_ATPase_C/
HoiH23_PlH23_000610-RA	RAN_member_RAS_oncogene_family	Ras/
HoiH23_PlH23_000611-RA	syntaxin_1B	Syntaxin/SNARE/
HoiH23_PlH23_000612-RA	syntaxin_1B	Syntaxin/SNARE/
