Hhon_g00001.t1	zinc_finger_BED_type_containing_6
Hhon_g00545.t1	protein_tyrosine_phosphatase_non_receptor_type_9
Hhon_g00546.t1	armadillo_repeat_containing_8
Hhon_g00547.t1	matrix_AAA_peptidase_interacting_protein_1
Hhon_g00548.t1	family_with_sequence_similarity_172_member_A
Hhon_g00549.t1	DAZ_associated_protein_1
Hhon_g00550.t1	COMM_domain_containing_10
Hhon_g00551.t1	chromosome_1_open_reading_frame_189
Hhon_g00552.t1	
Hhon_g00553.t1	KIAA0825
Hhon_g00554.t1	Ras_protein_specific_guanine_nucleotide_releasing_factor_1
Hhon_g00555.t1	isocitrate_dehydrogenase_NADP_2
Hhon_g00556.t1	adenosine_deaminase_tRNA_specific_3
Hhon_g00557.t1	negative_regulator_of_ubiquitin_like_proteins_1
Hhon_g00558.t1	histone_H3_associated_protein_kinase
Hhon_g00559.t1	karyopherin_subunit_beta_1
Hhon_g00560.t1	RAB5A_member_RAS_oncogene_family
Hhon_g00561.t1	RWD_domain_containing_2B
Hhon_g00562.t1	glutaminase_2
Hhon_g00563.t1	molybdenum_cofactor_synthesis_2
Hhon_g00564.t1	molybdenum_cofactor_synthesis_2
Hhon_g00565.t1	RNA_polymerase_III_subunit_C
Hhon_g00566.t1	abhydrolase_domain_containing_8
Hhon_g00567.t1	ADP_dependent_glucokinase
Hhon_g00568.t1	cysteine_rich_transmembrane_BMP_regulator_1
Hhon_g00569.t1	cyclin_dependent_kinase_7
Hhon_g00570.t1	establishment_of_sister_chromatid_cohesion_N_acetyltransferase_1
Hhon_g00571.t1	aldehyde_dehydrogenase_7_family_member_A1
Hhon_g00572.t1	threonyl_tRNA_synthetase_1
Hhon_g00573.t1	protein_phosphatase_1_regulatory_subunit_32
Hhon_g00574.t1	metaxin_1
Hhon_g00575.t1	carnitine_O_acetyltransferase
Hhon_g00576.t1	EGF_domain_specific_O_linked_N_acetylglucosamine_transferase
Hhon_g00577.t1	activin_A_receptor_like_type_1
Hhon_g00578.t1	transforming_growth_factor_beta_receptor_1
Hhon_g00579.t1	
Hhon_g00580.t1	
Hhon_g00581.t1	SEC61_translocon_subunit_beta
Hhon_g00582.t1	endoplasmic_reticulum_protein_44
Hhon_g00583.t1	syntaxin_17
Hhon_g00584.t1	crystallin_mu
Hhon_g00585.t1	
Hhon_g00586.t1	DNA_topoisomerase_II_alpha
Hhon_g00587.t1	
Hhon_g00588.t1	family_with_sequence_similarity_78_member_A
Hhon_g00589.t1	small_RNA_binding_exonuclease_protection_factor_La
Hhon_g00590.t1	inhibitor_of_growth_family_member_1
Hhon_g00591.t1	TATA_box_binding_protein_associated_factor_5
Hhon_g00592.t1	
Hhon_g00593.t1	cytochrome_P450_family_3_subfamily_A_member_5
Hhon_g00594.t1	cytochrome_P450_family_3_subfamily_A_member_5
Hhon_g00595.t1	thromboxane_A_synthase_1
Hhon_g00596.t1	DnaJ_heat_shock_protein_family_Hsp40_member_C22
Hhon_g00597.t1	
Hhon_g00598.t1	armadillo_repeat_containing_4
Hhon_g00599.t1	centrosomal_protein_83
Hhon_g00600.t1	trafficking_kinesin_protein_1
Hhon_g00601.t1	inversin
Hhon_g00602.t1	CWC25_spliceosome_associated_protein_homolog
Hhon_g00603.t1	golgi_reassembly_stacking_protein_2
Hhon_g00604.t1	chromosome_7_open_reading_frame_57
Hhon_g00605.t1	Bardet_Biedl_syndrome_9
Hhon_g00606.t1	eukaryotic_translation_initiation_factor_1B
Hhon_g00607.t1	SET_domain_containing_2_histone_lysine_methyltransferase
Hhon_g00608.t1	SEC14_like_lipid_binding_1
Hhon_g00609.t1	sterile_alpha_motif_domain_containing_14
Hhon_g00610.t1	BMP_binding_endothelial_regulator
Hhon_g00611.t1	
Hhon_g00612.t1	WD_repeat_domain_86
Hhon_g00613.t1	La_ribonucleoprotein_4
Hhon_g00614.t1	tubulin_delta_1
Hhon_g00615.t1	phosphatidylinositol_glycan_anchor_biosynthesis_class_Z
Hhon_g00616.t1	phosphodiesterase_1A
Hhon_g00617.t1	calcium_voltage_gated_channel_auxiliary_subunit_beta_2
Hhon_g00618.t1	ESF1_nucleolar_pre_rRNA_processing_protein_homolog
Hhon_g00619.t1	8_oxoguanine_DNA_glycosylase
Hhon_g00620.t1	hydroxysteroid_17_beta_dehydrogenase_1
Hhon_g00621.t1	cereblon
Hhon_g00622.t1	retinol_dehydrogenase_8
Hhon_g00623.t1	cereblon
Hhon_g00624.t1	BTB_domain_containing_9
Hhon_g00625.t1	
Hhon_g00626.t1	cell_division_cycle_27
Hhon_g00627.t1	solute_carrier_family_35_member_D1
Hhon_g00628.t1	WD_repeat_domain_4
Hhon_g00629.t1	
Hhon_g00630.t1	solute_carrier_family_35_member_G1
Hhon_g00631.t1	protein_phosphatase_2C_like_domain_containing_1
Hhon_g00632.t1	ring_finger_protein_115
Hhon_g00633.t1	unc_13_homolog_B
Hhon_g00634.t1	DET1_and_DDB1_associated_1
Hhon_g00635.t1	
Hhon_g00636.t1	G_protein_subunit_gamma_2
Hhon_g00637.t1	VPS28_subunit_of_ESCRT_I
Hhon_g00638.t1	nudix_hydrolase_18
Hhon_g00639.t1	EF_hand_calcium_binding_domain_6
Hhon_g00640.t1	adhesion_G_protein_coupled_receptor_D1
Hhon_g00641.t1	anoctamin_4
Hhon_g00642.t1	solute_carrier_family_32_member_1
Hhon_g00643.t1	calcium_responsive_transcription_factor
Hhon_g00644.t1	oncoprotein_induced_transcript_3
Hhon_g00645.t1	oncoprotein_induced_transcript_3
Hhon_g00646.t1	oncoprotein_induced_transcript_3
Hhon_g00647.t1	uromodulin
Hhon_g00648.t1	glycoprotein_2
Hhon_g00649.t1	heparan_sulfate_proteoglycan_2
Hhon_g00650.t1	cytochrome_b5_type_B
Hhon_g00651.t1	ribosomal_protein_L10a
Hhon_g00652.t1	
Hhon_g00653.t1	La_ribonucleoprotein_6_translational_regulator
Hhon_g00654.t1	
Hhon_g00655.t1	
Hhon_g00656.t1	dynein_axonemal_intermediate_chain_1
Hhon_g00657.t1	proline_rich_mitotic_checkpoint_control_factor
Hhon_g00658.t1	secretory_carrier_membrane_protein_2
Hhon_g00659.t1	protein_phosphatase_1_regulatory_subunit_12A
Hhon_g00660.t1	transmembrane_protein_234
Hhon_g00661.t1	tRNA_yW_synthesizing_protein_5
Hhon_g00662.t1	adenylate_kinase_6
Hhon_g00663.t1	glutamate_metabotropic_receptor_3
Hhon_g00664.t1	perilipin_3
Hhon_g00665.t1	RNA_binding_motif_protein_8A
Hhon_g00666.t1	unc_51_like_kinase_4
Hhon_g00667.t1	protein_phosphatase_1_regulatory_subunit_12A
Hhon_g00668.t1	
Hhon_g00669.t1	COPI_coat_complex_subunit_beta_1
Hhon_g00670.t1	oxysterol_binding_protein_like_1A
Hhon_g00671.t1	
Hhon_g00672.t1	
Hhon_g00673.t1	translocator_protein
Hhon_g00674.t1	H2B.U_histone_1
Hhon_g00675.t1	glycoprotein_2
Hhon_g00676.t1	oncoprotein_induced_transcript_3
Hhon_g00677.t1	thioredoxin
Hhon_g00678.t1	NFKB_inhibitor_interacting_Ras_like_1
Hhon_g00679.t1	parvin_beta
Hhon_g00680.t1	TMEM9_domain_family_member_B
Hhon_g00681.t1	achaete_scute_family_bHLH_transcription_factor_4
Hhon_g00682.t1	achaete_scute_family_bHLH_transcription_factor_1
Hhon_g00683.t1	achaete_scute_family_bHLH_transcription_factor_5
Hhon_g00684.t1	achaete_scute_family_bHLH_transcription_factor_1
Hhon_g00685.t1	translocator_protein
Hhon_g00686.t1	translocator_protein
Hhon_g00687.t1	mitogen_activated_protein_kinase_8_interacting_protein_1
Hhon_g00688.t1	
Hhon_g00689.t1	39S_ribosomal_protein_L23_mitochondrial
Hhon_g00690.t1	AE_binding_protein_2
Hhon_g00691.t1	
Hhon_g00692.t1	ATP_synthase_peripheral_stalk_membrane_subunit_b
Hhon_g00693.t1	tubulin_gamma_complex_associated_protein_2
Hhon_g00694.t1	transmembrane_O_mannosyltransferase_targeting_cadherins_2
Hhon_g00695.t1	NAD_synthetase_1
Hhon_g00696.t1	NAD_synthetase_1
Hhon_g00697.t1	glutathione_S_transferase_pi_1
Hhon_g00698.t1	deoxynucleotidyltransferase_terminal_interacting_protein_1
Hhon_g00699.t1	failed_axon_connections_homolog_metaxin_like_GST_domain_containing
Hhon_g00700.t1	failed_axon_connections_homolog_metaxin_like_GST_domain_containing
Hhon_g00701.t1	failed_axon_connections_homolog_metaxin_like_GST_domain_containing
Hhon_g00702.t1	abhydrolase_domain_containing_11
Hhon_g00703.t1	tRNA_methyltransferase_2_homolog_A
Hhon_g00704.t1	flavin_containing_dimethylaniline_monoxygenase_5
Hhon_g00705.t1	flavin_containing_dimethylaniline_monoxygenase_5
Hhon_g00706.t1	flavin_containing_dimethylaniline_monoxygenase_5
Hhon_g00707.t1	flavin_containing_dimethylaniline_monoxygenase_5
Hhon_g00708.t1	flavin_containing_dimethylaniline_monoxygenase_2
Hhon_g00709.t1	novel_protein
Hhon_g00710.t1	ess_2_splicing_factor_homolog
Hhon_g00711.t1	inhibitor_of_Bruton_tyrosine_kinase
Hhon_g00712.t1	coiled_coil_domain_containing_89
Hhon_g00713.t1	opioid_receptor_mu_1
Hhon_g00714.t1	acyl_CoA_dehydrogenase_family_member_9
Hhon_g00715.t1	natriuretic_peptide_receptor_1
Hhon_g00716.t1	
Hhon_g00717.t1	
Hhon_g00718.t1	
Hhon_g00719.t1	RNA_pseudouridine_synthase_D4
Hhon_g00720.t1	aminolevulinate_dehydratase
Hhon_g00721.t1	transmembrane_protein_256
Hhon_g00722.t1	BRCA1_associated_protein
Hhon_g00723.t1	
Hhon_g00724.t1	RAD51_paralog_D
Hhon_g00725.t1	pleckstrin_homology_domain_containing_A8
Hhon_g00726.t1	
Hhon_g00727.t1	trace_amine_associated_receptor_1
Hhon_g00728.t1	adenosine_A2b_receptor
Hhon_g00729.t1	adrenoceptor_alpha_1B
Hhon_g00730.t1	trace_amine_associated_receptor_9
Hhon_g00731.t1	elongin_B
Hhon_g00732.t1	ring_finger_protein_185
Hhon_g00733.t1	failed_axon_connections_homolog_metaxin_like_GST_domain_containing
Hhon_g00734.t1	gamma_glutamyltransferase_1
Hhon_g00735.t1	mediator_complex_subunit_13L
Hhon_g00736.t1	two_pore_segment_channel_1
Hhon_g00737.t1	chromosome_9_open_reading_frame_78
Hhon_g00738.t1	iron_sulfur_cluster_assembly_2
Hhon_g00739.t1	delta_4_desaturase_sphingolipid_1
Hhon_g00740.t1	phosphatidylinositol_glycan_anchor_biosynthesis_class_F
Hhon_g00741.t1	BSCL2_lipid_droplet_biogenesis_associated_seipin
Hhon_g00742.t1	minichromosome_maintenance_8_homologous_recombination_repair_factor
Hhon_g00743.t1	forkhead_box_G1
Hhon_g00744.t1	ribosomal_oxygenase_1
Hhon_g00745.t1	WD_repeat_domain_27
Hhon_g00746.t1	ribosomal_oxygenase_1
Hhon_g00747.t1	multiple_coagulation_factor_deficiency_2_ER_cargo_receptor_complex_subunit
Hhon_g00748.t1	multiple_coagulation_factor_deficiency_2_ER_cargo_receptor_complex_subunit
Hhon_g00749.t1	amidohydrolase_domain_containing_1
Hhon_g00750.t1	
Hhon_g00751.t1	novel_transcript
Hhon_g00752.t1	nucleolar_complex_associated_4_homolog
Hhon_g00753.t1	
Hhon_g00754.t1	RIO_kinase_2
Hhon_g00755.t1	
Hhon_g00756.t1	replication_protein_A1
Hhon_g00757.t1	solute_carrier_family_4_member_1_adaptor_protein
Hhon_g00758.t1	glutaredoxin_5
Hhon_g00759.t1	BCL6_corepressor_like_1
Hhon_g00760.t1	C9orf72_SMCR8_complex_subunit
Hhon_g00761.t1	general_transcription_factor_IIF_subunit_1
Hhon_g00762.t1	phosphatidylinositol_transfer_protein_alpha
Hhon_g00763.t1	
Hhon_g00764.t1	CDP_diacylglycerol_inositol_3_phosphatidyltransferase
Hhon_g00765.t1	RIMS_binding_protein_2
Hhon_g00766.t1	solute_carrier_family_38_member_9
Hhon_g00767.t1	solute_carrier_family_38_member_9
Hhon_g00768.t1	relaxin_family_peptide_receptor_2
Hhon_g00769.t1	SPT6_homolog_histone_chaperone_and_transcription_elongation_factor
Hhon_g00770.t1	arginine_and_serine_rich_coiled_coil_2
Hhon_g00771.t1	pescadillo_ribosomal_biogenesis_factor_1
Hhon_g00772.t1	golgi_SNAP_receptor_complex_member_1
Hhon_g00773.t1	
Hhon_g00774.t1	glutathione_S_transferase_theta_1
Hhon_g00775.t1	glutathione_S_transferase_theta_1
Hhon_g00776.t1	glutathione_S_transferase_theta_1
Hhon_g00777.t1	glutathione_S_transferase_theta_1
Hhon_g00778.t1	glutathione_S_transferase_theta_2B
Hhon_g00779.t1	glutathione_S_transferase_theta_1
Hhon_g00780.t1	SEC14_like_lipid_binding_2
Hhon_g00781.t1	stress_induced_phosphoprotein_1
Hhon_g00782.t1	
Hhon_g00783.t1	SEC14_like_lipid_binding_2
Hhon_g00784.t1	ring_finger_protein_25
Hhon_g00785.t1	strawberry_notch_homolog_1
Hhon_g00786.t1	F_box_protein_21
Hhon_g00787.t1	F_box_protein_21
Hhon_g00788.t1	F_box_protein_21
Hhon_g00789.t1	ATP_binding_cassette_subfamily_B_member_10
Hhon_g00790.t1	histamine_receptor_H2
Hhon_g00791.t1	ubiquitin_C
Hhon_g00792.t1	ubiquitin_C
Hhon_g00793.t1	histamine_receptor_H2
Hhon_g00794.t1	RAB36_member_RAS_oncogene_family
Hhon_g00795.t1	unc_51_like_autophagy_activating_kinase_2
Hhon_g00796.t1	SMG6_nonsense_mediated_mRNA_decay_factor
Hhon_g00797.t1	retinol_dehydrogenase_13
Hhon_g00798.t1	two_pore_segment_channel_1
Hhon_g00799.t1	
Hhon_g00800.t1	ERCC_excision_repair_6_like_spindle_assembly_checkpoint_helicase
Hhon_g00801.t1	checkpoint_kinase_2
Hhon_g00802.t1	radixin
Hhon_g00803.t1	glycerophosphodiester_phosphodiesterase_domain_containing_1
Hhon_g00804.t1	
Hhon_g00805.t1	olfactory_receptor_family_4_subfamily_L_member_1
Hhon_g00806.t1	IQ_motif_containing_D
Hhon_g00807.t1	zinc_finger_matrin_type_5
Hhon_g00808.t1	myosin_XVIIIA
Hhon_g00809.t1	tetratricopeptide_repeat_domain_28
Hhon_g00810.t1	peptidylprolyl_isomerase_like_2
Hhon_g00811.t1	yippee_like_2
Hhon_g00812.t1	mitogen_activated_protein_kinase_1
Hhon_g00813.t1	
Hhon_g00814.t1	
Hhon_g00815.t1	abhydrolase_domain_containing_11
Hhon_g00816.t1	RAB35_member_RAS_oncogene_family
Hhon_g00817.t1	meiotic_nuclear_divisions_1
Hhon_g00818.t1	ATP_binding_cassette_subfamily_B_member_9
Hhon_g00819.t1	ATP_binding_cassette_subfamily_B_member_9
Hhon_g00820.t1	pre_mRNA_processing_factor_19
Hhon_g00821.t1	natriuretic_peptide_receptor_1
Hhon_g00822.t1	natriuretic_peptide_receptor_2
Hhon_g00823.t1	natriuretic_peptide_receptor_1
Hhon_g00824.t1	natriuretic_peptide_receptor_2
Hhon_g00825.t1	hemicentin_1
Hhon_g00826.t1	
Hhon_g00827.t1	roundabout_guidance_receptor_1
Hhon_g00828.t1	
Hhon_g00829.t1	hemicentin_1
Hhon_g00830.t1	roundabout_guidance_receptor_1
Hhon_g00831.t1	CDK2_associated_cullin_domain_1
Hhon_g00832.t1	sortilin_related_VPS10_domain_containing_receptor_2
Hhon_g00833.t1	sortilin_related_VPS10_domain_containing_receptor_1
Hhon_g00834.t1	sortilin_related_VPS10_domain_containing_receptor_2
Hhon_g00835.t1	sortilin_related_VPS10_domain_containing_receptor_2
Hhon_g00836.t1	sortilin_related_VPS10_domain_containing_receptor_1
Hhon_g00837.t1	sortilin_related_receptor_1
Hhon_g00838.t1	sortilin_related_VPS10_domain_containing_receptor_1
Hhon_g00839.t1	sortilin_related_receptor_1
Hhon_g00840.t1	sortilin_related_VPS10_domain_containing_receptor_3
Hhon_g00841.t1	sortilin_related_receptor_1
Hhon_g00842.t1	retinal_pigment_epithelium_derived_rhodopsin_homolog
Hhon_g00843.t1	opsin_4
Hhon_g00844.t1	opsin_4
Hhon_g00845.t1	opsin_4
Hhon_g00846.t1	opsin_4
Hhon_g00847.t1	retinal_pigment_epithelium_derived_rhodopsin_homolog
Hhon_g00848.t1	ceramide_synthase_1
Hhon_g00849.t1	opsin_3
Hhon_g00850.t1	3_hydroxybutyrate_dehydrogenase_1
Hhon_g00851.t1	ribose_5_phosphate_isomerase_A
Hhon_g00852.t1	EBF_family_member_4
Hhon_g00853.t1	
Hhon_g00854.t1	leucine_rich_repeat_containing_27
Hhon_g00855.t1	serine_threonine_kinase_32C
Hhon_g00856.t1	protein_regulator_of_cytokinesis_1
Hhon_g00857.t1	galactosylceramidase
Hhon_g00858.t1	HtrA_serine_peptidase_1
Hhon_g00859.t1	
Hhon_g00860.t1	quinoid_dihydropteridine_reductase
Hhon_g00861.t1	nucleoporin_107
Hhon_g00862.t1	opsin_4
Hhon_g00863.t1	serine_threonine_kinase_10
Hhon_g00864.t1	ubiquitin_domain_containing_2
Hhon_g00865.t1	opsin_3
Hhon_g00866.t1	opsin_3
Hhon_g00867.t1	glycine_C_acetyltransferase
Hhon_g00868.t1	glycine_C_acetyltransferase
Hhon_g00869.t1	family_with_sequence_similarity_136_member_A
Hhon_g00870.t1	transmembrane_p24_trafficking_protein_4
Hhon_g00871.t1	mediator_complex_subunit_24
Hhon_g00872.t1	sortilin_related_VPS10_domain_containing_receptor_2
Hhon_g00873.t1	
Hhon_g00874.t1	
Hhon_g00875.t1	
Hhon_g00876.t1	UV_stimulated_scaffold_protein_A
Hhon_g00877.t1	lectin_mannose_binding_2
Hhon_g00878.t1	zinc_finger_FYVE_type_containing_27
Hhon_g00879.t1	inositol_polyphosphate_5_phosphatase_F
Hhon_g00880.t1	
Hhon_g00881.t1	DS_cell_adhesion_molecule
Hhon_g00882.t1	
Hhon_g00883.t1	
Hhon_g00884.t1	adhesion_G_protein_coupled_receptor_L3
Hhon_g00885.t1	galanin_receptor_2
Hhon_g00886.t1	
Hhon_g00887.t1	opioid_receptor_mu_1
Hhon_g00888.t1	adhesion_G_protein_coupled_receptor_L3
Hhon_g00889.t1	adhesion_G_protein_coupled_receptor_L3
Hhon_g00890.t1	adhesion_G_protein_coupled_receptor_L3
Hhon_g00891.t1	adhesion_G_protein_coupled_receptor_L3
Hhon_g00892.t1	
Hhon_g00893.t1	coiled_coil_domain_containing_171
Hhon_g00894.t1	
Hhon_g00895.t1	WAPL_cohesin_release_factor
Hhon_g00896.t1	receptor_for_activated_C_kinase_1
Hhon_g00897.t1	chromosome_10_open_reading_frame_53
Hhon_g00898.t1	oxoglutarate_dehydrogenase
Hhon_g00899.t1	COP9_signalosome_subunit_3
Hhon_g00900.t1	protein_geranylgeranyltransferase_type_I_subunit_beta
Hhon_g00901.t1	S_phase_kinase_associated_protein_1
Hhon_g00902.t1	neuronal_differentiation_1
Hhon_g00903.t1	basic_helix_loop_helix_family_member_a15
Hhon_g00904.t1	
Hhon_g00905.t1	aldehyde_dehydrogenase_16_family_member_A1
Hhon_g00906.t1	deoxyribose_phosphate_aldolase
Hhon_g00907.t1	adrenoceptor_beta_2
Hhon_g00908.t1	adrenoceptor_beta_2
Hhon_g00909.t1	
Hhon_g00910.t1	5_hydroxytryptamine_receptor_4
Hhon_g00911.t1	mesoderm_specific_transcript
Hhon_g00912.t1	
Hhon_g00913.t1	DnaJ_heat_shock_protein_family_Hsp40_member_C12
Hhon_g00914.t1	basic_helix_loop_helix_family_member_a15
Hhon_g00915.t1	stomatin_like_1
Hhon_g00916.t1	folliculin_interacting_protein_2
Hhon_g00917.t1	inorganic_pyrophosphatase_2
Hhon_g00918.t1	mannosidase_alpha_class_2B_member_1
Hhon_g00919.t1	
Hhon_g00920.t1	
Hhon_g00921.t1	
Hhon_g00922.t1	DExD_box_helicase_21
Hhon_g00923.t1	filamin_B
Hhon_g00924.t1	
Hhon_g00925.t1	
Hhon_g00926.t1	
Hhon_g00927.t1	scaffold_protein_involved_in_DNA_repair
Hhon_g00928.t1	
Hhon_g00929.t1	DEAH_box_helicase_38
Hhon_g00930.t1	
Hhon_g00931.t1	
Hhon_g00932.t1	cytokine_induced_apoptosis_inhibitor_1
Hhon_g00933.t1	autocrine_motility_factor_receptor
Hhon_g00934.t1	defender_against_cell_death_1
Hhon_g00935.t1	GINS_complex_subunit_3
Hhon_g00936.t1	ATPase_phospholipid_transporting_9B_putative
Hhon_g00937.t1	protein_phosphatase_4_regulatory_subunit_1
Hhon_g00938.t1	15_hydroxyprostaglandin_dehydrogenase
Hhon_g00939.t1	
Hhon_g00940.t1	ankyrin_repeat_and_FYVE_domain_containing_1
Hhon_g00941.t1	
Hhon_g00942.t1	TPX2_microtubule_nucleation_factor
Hhon_g00943.t1	PRELI_domain_containing_3B
Hhon_g00944.t1	15_hydroxyprostaglandin_dehydrogenase
Hhon_g00945.t1	WW_domain_containing_E3_ubiquitin_protein_ligase_1
Hhon_g00946.t1	
Hhon_g00947.t1	kinesin_family_member_13B
Hhon_g00948.t1	mitochondrial_ribosomal_protein_L3
Hhon_g00949.t1	URI1_prefoldin_like_chaperone
Hhon_g00950.t1	NADH_ubiquinone_oxidoreductase_core_subunit_V2
Hhon_g00951.t1	
Hhon_g00952.t1	ankyrin_repeat_domain_44
Hhon_g00953.t1	euchromatic_histone_lysine_methyltransferase_1
Hhon_g00954.t1	calbindin_2
Hhon_g00955.t1	
Hhon_g00956.t1	heat_shock_protein_family_A_Hsp70_member_8
Hhon_g00957.t1	protein_phosphatase_3_regulatory_subunit_B_beta
Hhon_g00958.t1	carboxypeptidase_D
Hhon_g00959.t1	glutathione_peroxidase_1
Hhon_g00960.t1	
Hhon_g00961.t1	
Hhon_g00962.t1	FA_core_complex_associated_protein_24
Hhon_g00963.t1	terminal_nucleotidyltransferase_4B
Hhon_g00964.t1	exosome_component_7
Hhon_g00965.t1	adrenoceptor_beta_2
Hhon_g00966.t1	
Hhon_g00967.t1	CYLD_lysine_63_deubiquitinase
Hhon_g00968.t1	
Hhon_g00969.t1	
Hhon_g00970.t1	CYLD_lysine_63_deubiquitinase
Hhon_g00971.t1	derlin_1
Hhon_g00972.t1	VPS9_domain_containing_1
Hhon_g00973.t1	apoptotic_chromatin_condensation_inducer_1
Hhon_g00974.t1	phosphatidylinositol_4_5_bisphosphate_4_phosphatase_2
Hhon_g00975.t1	lon_peptidase_2_peroxisomal
Hhon_g00976.t1	iroquois_homeobox_6
Hhon_g00977.t1	carbonic_anhydrase_8
Hhon_g00978.t1	RPGRIP1_like
Hhon_g00979.t1	anillin_actin_binding_protein
Hhon_g00980.t1	dynein_light_chain_roadblock_type_2
Hhon_g00981.t1	dynein_light_chain_roadblock_type_2
Hhon_g00982.t1	transmembrane_protein_143
Hhon_g00983.t1	KIAA0513
Hhon_g00984.t1	solute_carrier_family_6_member_18
Hhon_g00985.t1	solute_carrier_family_6_member_18
Hhon_g00986.t1	solute_carrier_family_6_member_19
Hhon_g00987.t1	
Hhon_g00988.t1	GINS_complex_subunit_2
Hhon_g00989.t1	septin_7
Hhon_g00990.t1	CD109_molecule
Hhon_g00991.t1	
Hhon_g00992.t1	
Hhon_g00993.t1	
Hhon_g00994.t1	
Hhon_g00995.t1	CD109_molecule
Hhon_g00996.t1	CD109_molecule
Hhon_g00997.t1	saccharopine_dehydrogenase_putative
Hhon_g00998.t1	saccharopine_dehydrogenase_putative
Hhon_g00999.t1	saccharopine_dehydrogenase_putative
Hhon_g01000.t1	DEAD_box_helicase_27
Hhon_g01001.t1	fatty_acid_2_hydroxylase
Hhon_g01002.t1	ubiquitin_conjugating_enzyme_E2_V1
Hhon_g01003.t1	alanyl_tRNA_synthetase_1
Hhon_g01004.t1	PEDS1_UBE2V1_readthrough
Hhon_g01005.t1	ubiquitin_conjugating_enzyme_E2_V1
Hhon_g01006.t1	RNA_pseudouridine_synthase_domain_containing_2
Hhon_g01007.t1	DnaJ_heat_shock_protein_family_Hsp40_member_B12
Hhon_g01008.t1	heterogeneous_nuclear_ribonucleoprotein_A_B
Hhon_g01009.t1	macroH2A.1_histone
Hhon_g01010.t1	biogenesis_of_lysosomal_organelles_complex_1_subunit_2
Hhon_g01011.t1	discs_large_MAGUK_scaffold_protein_5
Hhon_g01012.t1	
Hhon_g01013.t1	ankyrin_2
Hhon_g01014.t1	discs_large_MAGUK_scaffold_protein_5
Hhon_g01015.t1	peptidylprolyl_isomerase_A
Hhon_g01016.t1	DExD_box_helicase_21
Hhon_g01017.t1	interferon_regulatory_factor_1
Hhon_g01018.t1	carboxypeptidase_D
Hhon_g01019.t1	
Hhon_g01020.t1	geranylgeranyl_diphosphate_synthase_1
Hhon_g01021.t1	
Hhon_g01022.t1	
Hhon_g01023.t1	
Hhon_g01024.t1	ELOVL_fatty_acid_elongase_3
Hhon_g01025.t1	ribosomal_protein_L34
Hhon_g01026.t1	nudix_hydrolase_13
Hhon_g01027.t1	chromosome_4_open_reading_frame_47
Hhon_g01028.t1	GAR1_ribonucleoprotein
Hhon_g01029.t1	
Hhon_g01030.t1	WD_repeat_and_FYVE_domain_containing_3
Hhon_g01031.t1	solute_carrier_family_35_member_F3
Hhon_g01032.t1	
Hhon_g01033.t1	
Hhon_g01034.t1	BMP2_inducible_kinase
Hhon_g01035.t1	inositol_polyphosphate_multikinase
Hhon_g01036.t1	NFU1_iron_sulfur_cluster_scaffold
Hhon_g01037.t1	
Hhon_g01038.t1	
Hhon_g01039.t1	
Hhon_g01040.t1	coproporphyrinogen_oxidase
Hhon_g01041.t1	G_protein_subunit_alpha_o1
Hhon_g01042.t1	
Hhon_g01043.t1	ribonuclease_P_MRP_subunit_p40
Hhon_g01044.t1	ubiquitin_like_modifier_activating_enzyme_2
Hhon_g01045.t1	
Hhon_g01046.t1	ribonuclease_P_MRP_subunit_p40
Hhon_g01047.t1	ubiquitin_like_modifier_activating_enzyme_2
Hhon_g01048.t1	
Hhon_g01049.t1	translocase_of_inner_mitochondrial_membrane_21
Hhon_g01050.t1	
Hhon_g01051.t1	proteasome_26S_subunit_non_ATPase_7
Hhon_g01052.t1	ribosomal_protein_L14
Hhon_g01053.t1	peptidase_D
Hhon_g01054.t1	
Hhon_g01055.t1	
Hhon_g01056.t1	
Hhon_g01057.t1	t_complex_1
Hhon_g01058.t1	ERGIC_and_golgi_3
Hhon_g01059.t1	NSE3_homolog_SMC5_SMC6_complex_component
Hhon_g01060.t1	ArfGAP_with_SH3_domain_ankyrin_repeat_and_PH_domain_2
Hhon_g01061.t1	tribbles_pseudokinase_2
Hhon_g01062.t1	enoyl_CoA_hydratase_domain_containing_3
Hhon_g01063.t1	jumonji_domain_containing_7
Hhon_g01064.t1	chromosome_12_open_reading_frame_66
Hhon_g01065.t1	acyl_CoA_oxidase_1
Hhon_g01066.t1	
Hhon_g01067.t1	sepiapterin_reductase
Hhon_g01068.t1	DNA_polymerase_epsilon_2_accessory_subunit
Hhon_g01069.t1	acyl_CoA_oxidase_1
Hhon_g01070.t1	acyl_CoA_oxidase_1
Hhon_g01071.t1	
Hhon_g01072.t1	RNA_guanylyltransferase_and_5_phosphatase
Hhon_g01073.t1	survival_motor_neuron_domain_containing_1
Hhon_g01074.t1	eukaryotic_translation_elongation_factor_1_delta
Hhon_g01075.t1	carnitine_palmitoyltransferase_2
Hhon_g01076.t1	upstream_binding_transcription_factor
Hhon_g01077.t1	somatostatin_receptor_5
Hhon_g01078.t1	opsin_1_short_wave_sensitive
Hhon_g01079.t1	trafficking_protein_particle_complex_9
Hhon_g01080.t1	androgen_induced_1
Hhon_g01081.t1	androgen_dependent_TFPI_regulating_protein
Hhon_g01082.t1	androgen_induced_1
