Hhon_g00001.t1	zinc_finger_BED_type_containing_6	Dimer_Tnp_hAT/
Hhon_g00368.t1	signal_transducer_and_activator_of_transcription_4	STAT_bind/
Hhon_g00369.t1	transient_receptor_potential_cation_channel_subfamily_A_member_1	Ank_4/Ank_2/Ank_2/Ank_2/Ank_2/Ank_2/
Hhon_g00370.t1	signal_transducer_and_activator_of_transcription_5B	STAT_int/STAT_alpha/STAT_bind/SH2/
Hhon_g00371.t1		HAD_2/
Hhon_g00372.t1	ataxin_10	Atx10homo_assoc/
Hhon_g00373.t1	aspartyl_aminopeptidase	Peptidase_M18/
Hhon_g00374.t1	signal_transducer_and_activator_of_transcription_1	SH2/
Hhon_g00375.t1	signal_transducer_and_activator_of_transcription_6	
Hhon_g00376.t1		SH2/
Hhon_g00377.t1	signal_transducer_and_activator_of_transcription_5A	
Hhon_g00378.t1	proteasome_26S_subunit_non_ATPase_3	PCI/Rpn3_C/
Hhon_g00379.t1	solute_carrier_family_11_member_1	Nramp/
Hhon_g00380.t1	solute_carrier_family_11_member_1	Nramp/
Hhon_g00381.t1	hemicentin_1	Ig_3/Ig_3/Ig_3/
Hhon_g00382.t1	deleted_in_malignant_brain_tumors_1	SRCR/SRCR/EGF/SRCR/SRCR/SRCR/SRCR/SRCR/SRCR/EGF/EGF/SRCR/SRCR/SRCR/EGF/SRCR/I-set/I-set/Ig_3/
Hhon_g00383.t1	nuclear_envelope_integral_membrane_protein_1	NEMP/
Hhon_g00384.t1	DNA_cross_link_repair_1C	DRMBL/
Hhon_g00385.t1	deleted_in_malignant_brain_tumors_1	EGF/SRCR/SRCR/EGF/SRCR/SRCR/SRCR/SRCR/SRCR/SRCR/SRCR/SRCR/SRCR/SRCR/EGF/SRCR/Ig_2/Ig_3/Ig_3/Ig_3/Ig_3/Ig_2/Ig_3/Ig_3/
Hhon_g00386.t1	peroxidasin_like	I-set/Ig_3/
Hhon_g00387.t1	peroxidasin_like	I-set/Ig_3/
Hhon_g00388.t1	deleted_in_malignant_brain_tumors_1	hEGF/SRCR/SRCR/SRCR/SRCR/SRCR/SRCR/SRCR/hEGF/SRCR/EGF/SRCR/EGF/SRCR/SRCR/SRCR/EGF/hEGF/SRCR/hEGF/Ig_3/Ig_3/I-set/I-set/
Hhon_g00389.t1	non_SMC_condensin_II_complex_subunit_G2	Condensin2nSMC/
Hhon_g00390.t1		FolB/
Hhon_g00391.t1	TRAF3_interacting_protein_1	MIP-T3/MIP-T3_C/
Hhon_g00392.t1	NADH_ubiquinone_oxidoreductase_subunit_A8	
Hhon_g00393.t1		GSH-S_ATP/
Hhon_g00394.t1		GSH-S_ATP/
Hhon_g00395.t1		
Hhon_g00396.t1	tachykinin_receptor_1	7tm_1/
Hhon_g00397.t1	rhomboid_domain_containing_1	Rhomboid/
Hhon_g00398.t1	5_hydroxytryptamine_receptor_1D	7tm_1/
Hhon_g00399.t1	phosphopantothenoylcysteine_synthetase	DFP/DFP/
Hhon_g00400.t1	solute_carrier_family_34_member_2	Na_Pi_cotrans/Na_Pi_cotrans/
Hhon_g00401.t1	formation_of_mitochondrial_complex_V_assembly_factor_1_homolog	
Hhon_g00402.t1	cubilin	CUB/CUB/CUB/
Hhon_g00403.t1	ATPase_H_transporting_V1_subunit_F	ATP-synt_F/
Hhon_g00404.t1	methylsterol_monooxygenase_1	FA_hydroxylase/
Hhon_g00405.t1		7tm_1/
Hhon_g00406.t1	solute_carrier_family_46_member_1	MFS_1/
Hhon_g00407.t1	ArfGAP_with_GTPase_domain_ankyrin_repeat_and_PH_domain_1	ArfGap/Ank_2/
Hhon_g00408.t1	HUS1_checkpoint_clamp_component	Hus1/
Hhon_g00409.t1	peptidylprolyl_isomerase_G	Pro_isomerase/
Hhon_g00410.t1	semaphorin_5A	Sema/PSI/
Hhon_g00411.t1	VPS16_core_subunit_of_CORVET_and_HOPS_complexes	Vps16_N/Vps16_C/
Hhon_g00412.t1	ring_finger_protein_32	zf-RING_2/IQ/
Hhon_g00413.t1	translin	Translin/
Hhon_g00414.t1	semaphorin_5B	Sema/TSP_1/TSP_1/TSP_1/TSP_1/TSP_1/
Hhon_g00415.t1	sclerostin_domain_containing_1	Sclerostin/
Hhon_g00416.t1	cullin_1	Cullin/Cullin_Nedd8/
Hhon_g00417.t1	ETS_variant_transcription_factor_1	ETS_PEA3_N/
Hhon_g00418.t1	REV1_DNA_directed_polymerase	BRCT_2/IMS/IMS_C/REV1_C/
Hhon_g00419.t1	diacylglycerol_kinase_beta	DAG_kinase_N/EF-hand_7/C1_1/C1_1/DAGK_cat/DAGK_acc/
Hhon_g00420.t1	CDP_L_ribitol_pyrophosphorylase_A	IspD/
Hhon_g00421.t1	prefoldin_subunit_5	Prefoldin/
Hhon_g00422.t1		DAZAP2/
Hhon_g00423.t1	succinate_dehydrogenase_complex_assembly_factor_3	Complex1_LYR_2/
Hhon_g00424.t1		N-glycanase_N/N-glycanase_C/
Hhon_g00425.t1		DUF4602/
Hhon_g00426.t1	DnaJ_heat_shock_protein_family_Hsp40_member_B4	DnaJ/DnaJ_C/
Hhon_g00427.t1	tetraspanin_31	Tetraspanin/
Hhon_g00428.t1	tetraspanin_31	Tetraspanin/
Hhon_g00429.t1		MORN/MORN/MORN/MORN/
Hhon_g00430.t1	solute_carrier_family_45_member_2	MFS_1/
Hhon_g00431.t1	solute_carrier_family_45_member_2	MFS_1/
Hhon_g00432.t1	solute_carrier_family_45_member_2	MFS_1/
Hhon_g00433.t1		
Hhon_g00434.t1	solute_carrier_family_45_member_2	MFS_2/
Hhon_g00435.t1	solute_carrier_family_45_member_2	MFS_1/
Hhon_g00436.t1		
Hhon_g00437.t1	solute_carrier_family_45_member_2	
Hhon_g00438.t1		
Hhon_g00439.t1	solute_carrier_family_45_member_2	
Hhon_g00440.t1	solute_carrier_family_45_member_2	MFS_1/
Hhon_g00441.t1	solute_carrier_family_45_member_2	MFS_1/
Hhon_g00442.t1	solute_carrier_family_45_member_2	MFS_1/
Hhon_g00443.t1	solute_carrier_family_45_member_2	MFS_2/
Hhon_g00444.t1	solute_carrier_family_45_member_2	MFS_1/
Hhon_g00445.t1	solute_carrier_family_45_member_2	MFS_2/
Hhon_g00446.t1	solute_carrier_family_45_member_2	MFS_1/
Hhon_g00447.t1		
Hhon_g00448.t1	single_pass_membrane_protein_with_aspartate_rich_tail_1	DDDD/
Hhon_g00449.t1	G_protein_subunit_alpha_13	G-alpha/
Hhon_g00450.t1	G_protein_subunit_alpha_12	G-alpha/
Hhon_g00451.t1	solute_carrier_family_25_member_38	Mito_carr/Mito_carr/Mito_carr/
Hhon_g00452.t1	ankyrin_repeat_and_fibronectin_type_III_domain_containing_1	fn3/
Hhon_g00453.t1	tyrosyl_tRNA_synthetase_2	tRNA-synt_1b/
Hhon_g00454.t1	cyclin_F	F-box-like/Cyclin_N/Cyclin_C/
Hhon_g00455.t1	TBC1_domain_family_member_16	RabGAP-TBC/
Hhon_g00456.t1	HID1_domain_containing	Hid1/
Hhon_g00457.t1	coiled_coil_domain_containing_40	BRE1/
Hhon_g00458.t1	ubiquitin_conjugating_enzyme_E2_O	UQ_con/
Hhon_g00459.t1	penta_EF_hand_domain_containing_1	EF-hand_8/EF-hand_7/
Hhon_g00460.t1	DEAD_box_helicase_47	DEAD/Helicase_C/
Hhon_g00461.t1	activating_transcription_factor_7_interacting_protein_2	fn3_4/
Hhon_g00462.t1		
Hhon_g00463.t1	centrosomal_protein_131	IQ/
Hhon_g00464.t1	CCR4_NOT_transcription_complex_subunit_3	Not3/NOT2_3_5/
Hhon_g00465.t1	H1.0_linker_histone	Linker_histone/
Hhon_g00466.t1	enoyl_CoA_hydratase_short_chain_1	ECH_1/
Hhon_g00467.t1	C_X9_C_motif_containing_2	Cmc1/
Hhon_g00468.t1		
Hhon_g00469.t1		
Hhon_g00470.t1	adenylosuccinate_lyase	Lyase_1/ADSL_C/
Hhon_g00471.t1	actin_related_protein_8	Actin/
Hhon_g00472.t1	pentatricopeptide_repeat_domain_1	PPR_2/PPR_2/PPR_3/
Hhon_g00473.t1	ankyrin_2	Death/
Hhon_g00474.t1	protein_kinase_DNA_activated_catalytic_subunit	NUC194/FAT/PI3_PI4_kinase/FATC/
Hhon_g00475.t1		IRK_C/
Hhon_g00476.t1		
Hhon_g00477.t1		
Hhon_g00478.t1		
Hhon_g00479.t1		
Hhon_g00480.t1		
Hhon_g00481.t1		IRK_C/
Hhon_g00482.t1	potassium_inwardly_rectifying_channel_subfamily_J_member_10	IRK_C/
Hhon_g00483.t1		
Hhon_g00484.t1	UBX_domain_protein_4	UBX/
Hhon_g00485.t1	DnaJ_heat_shock_protein_family_Hsp40_member_C9	DnaJ/
Hhon_g00486.t1	5_methyltetrahydrofolate_homocysteine_methyltransferase_reductase	Flavodoxin_1/FAD_binding_1/NAD_binding_1/
Hhon_g00487.t1	gamma_glutamylamine_cyclotransferase	GGACT/
Hhon_g00488.t1	non_homologous_end_joining_factor_1	XLF/
Hhon_g00489.t1	chromosome_7_open_reading_frame_31	DUF4555/
Hhon_g00490.t1		
Hhon_g00491.t1	heterogeneous_nuclear_ribonucleoprotein_A1_like_2	RRM_1/RRM_1/
Hhon_g00492.t1		ubiquitin/
Hhon_g00493.t1	SNF2_histone_linker_PHD_RING_helicase	SNF2_N/Helicase_C/
Hhon_g00494.t1		Dimer_Tnp_hAT/
Hhon_g00495.t1	CDP_diacylglycerol_inositol_3_phosphatidyltransferase	CDP-OH_P_transf/
Hhon_g00496.t1	SH3_binding_domain_protein_5_like	SH3BP5/
Hhon_g00497.t1	kelch_like_family_member_28	BTB/BACK/Kelch_1/Kelch_1/
Hhon_g00498.t1	kelch_like_family_member_6	BTB/BACK/Kelch_1/
Hhon_g00499.t1	kelch_like_family_member_28	BTB/BACK/Kelch_6/
Hhon_g00500.t1	kelch_like_family_member_28	BTB/BACK/
Hhon_g00501.t1	kelch_like_family_member_23	Kelch_1/Kelch_1/
Hhon_g00502.t1	kelch_like_family_member_8	BACK/Kelch_1/Kelch_1/
Hhon_g00503.t1	kelch_like_family_member_8	BTB/BACK/Kelch_1/
Hhon_g00504.t1		TPR_12/
Hhon_g00505.t1		TPR_10/TPR_12/
Hhon_g00506.t1		TPR_10/TPR_12/
Hhon_g00507.t1		TPR_10/TPR_12/TPR_10/
Hhon_g00508.t1		TPR_12/TPR_10/
Hhon_g00509.t1		TPR_7/TPR_7/
Hhon_g00510.t1		TPR_12/TPR_10/
Hhon_g00511.t1	ankyrin_2	Death/
Hhon_g00512.t1	DNA_polymerase_alpha_1_catalytic_subunit	DNA_pol_B/zf-DNA_Pol/
Hhon_g00513.t1	DNA_polymerase_alpha_1_catalytic_subunit	DNA_pol_alpha_N/DNA_pol_B_exo1/
Hhon_g00514.t1	spermidine_spermine_N1_acetyltransferase_1	Acetyltransf_1/
Hhon_g00515.t1	regulatory_factor_X4	RFX_DNA_binding/
Hhon_g00516.t1		
Hhon_g00517.t1		
Hhon_g00518.t1	sodium_leak_channel_non_selective	Ion_trans/Ion_trans/Ion_trans/Ion_trans/
Hhon_g00519.t1	mitochondrial_intermediate_peptidase	Peptidase_M3/
Hhon_g00520.t1		
Hhon_g00521.t1	remodeling_and_spacing_factor_1	PHD/
Hhon_g00522.t1		7tm_1/
Hhon_g00523.t1		
Hhon_g00524.t1	relaxin_family_peptide_receptor_1	LRR_8/LRR_8/LRR_8/7tm_1/
Hhon_g00525.t1	relaxin_family_peptide_receptor_1	LRR_8/LRR_8/LRR_8/LRR_8/LRR_8/LRR_8/LRR_8/LRR_8/LRR_8/
Hhon_g00526.t1	relaxin_family_peptide_receptor_1	LRR_8/LRR_8/LRR_8/LRR_8/LRR_8/LRR_8/LRR_8/LRR_8/LRR_8/LRR_8/
Hhon_g00527.t1		
Hhon_g00528.t1		
Hhon_g00529.t1		
Hhon_g00530.t1		
Hhon_g00531.t1		
Hhon_g00532.t1	mitogen_activated_protein_kinase_kinase_kinase_2	Pkinase/
Hhon_g00533.t1	junction_plakoglobin	Arm/Arm/
Hhon_g00534.t1	prosaposin_like_1	SapA/
Hhon_g00535.t1	prosaposin	SapA/
Hhon_g00536.t1	prosaposin_like_1	SapA/
Hhon_g00537.t1	prosaposin	SapA/
Hhon_g00538.t1	sulfite_oxidase	Oxidored_molyb/Mo-co_dimer/
Hhon_g00539.t1	coiled_coil_domain_containing_103	Dynein_attach_N/RPAP3_C/
Hhon_g00540.t1	NBR1_autophagy_cargo_receptor	PB1/ZZ/N_BRCA1_IG/
Hhon_g00541.t1	phosphodiesterase_12	Exo_endo_phos/
Hhon_g00542.t1	phosphodiesterase_12	Exo_endo_phos/
Hhon_g00543.t1	solute_carrier_family_4_member_2	Band_3_cyto/HCO3_cotransp/
Hhon_g00544.t1	solute_carrier_family_4_member_2	Band_3_cyto/HCO3_cotransp/
Hhon_g00545.t1	protein_tyrosine_phosphatase_non_receptor_type_9	CRAL_TRIO/Y_phosphatase/
Hhon_g00546.t1	armadillo_repeat_containing_8	
Hhon_g00547.t1	matrix_AAA_peptidase_interacting_protein_1	
Hhon_g00548.t1	family_with_sequence_similarity_172_member_A	
Hhon_g00549.t1	DAZ_associated_protein_1	RRM_1/RRM_1/PX/
Hhon_g00550.t1	COMM_domain_containing_10	COMM_domain/
Hhon_g00551.t1	chromosome_1_open_reading_frame_189	DUF4558/
Hhon_g00552.t1		UPF0449/
Hhon_g00553.t1	KIAA0825	DUF4495/
Hhon_g00554.t1	Ras_protein_specific_guanine_nucleotide_releasing_factor_1	PH/RhoGEF/RasGEF_N/RasGEF/
Hhon_g00555.t1	isocitrate_dehydrogenase_NADP_2	Iso_dh/
Hhon_g00556.t1	adenosine_deaminase_tRNA_specific_3	dCMP_cyt_deam_1/
Hhon_g00557.t1	negative_regulator_of_ubiquitin_like_proteins_1	Ubiquitin_5/UBA/
Hhon_g00558.t1	histone_H3_associated_protein_kinase	Haspin_kinase/
Hhon_g00559.t1	karyopherin_subunit_beta_1	IBN_N/HEAT_EZ/
Hhon_g00560.t1	RAB5A_member_RAS_oncogene_family	Ras/
Hhon_g00561.t1	RWD_domain_containing_2B	RWD/DUF1115/
Hhon_g00562.t1	glutaminase_2	Ank_2/Ank_2/
Hhon_g00563.t1	molybdenum_cofactor_synthesis_2	ThiS/
Hhon_g00564.t1	molybdenum_cofactor_synthesis_2	MoaE/
Hhon_g00565.t1	RNA_polymerase_III_subunit_C	HTH_9/RNA_pol_Rpc82/
Hhon_g00566.t1	abhydrolase_domain_containing_8	Abhydrolase_1/
Hhon_g00567.t1	ADP_dependent_glucokinase	ADP_PFK_GK/
Hhon_g00568.t1	cysteine_rich_transmembrane_BMP_regulator_1	IGFBP/
Hhon_g00569.t1	cyclin_dependent_kinase_7	Pkinase/
Hhon_g00570.t1	establishment_of_sister_chromatid_cohesion_N_acetyltransferase_1	zf-C2H2_3/Acetyltransf_13/
Hhon_g00571.t1	aldehyde_dehydrogenase_7_family_member_A1	Aldedh/
Hhon_g00572.t1	threonyl_tRNA_synthetase_1	TGS/tRNA_SAD/tRNA-synt_2b/HGTP_anticodon/
Hhon_g00573.t1	protein_phosphatase_1_regulatory_subunit_32	PPP1R32/
Hhon_g00574.t1	metaxin_1	Tom37/GST_C_6/
Hhon_g00575.t1	carnitine_O_acetyltransferase	Carn_acyltransf/
Hhon_g00576.t1	EGF_domain_specific_O_linked_N_acetylglucosamine_transferase	DUF563/
Hhon_g00577.t1	activin_A_receptor_like_type_1	Activin_recp/Pkinase_Tyr/
Hhon_g00578.t1	transforming_growth_factor_beta_receptor_1	Pkinase/
Hhon_g00579.t1		Trehalose_recp/
Hhon_g00580.t1		
Hhon_g00581.t1	SEC61_translocon_subunit_beta	Sec61_beta/
Hhon_g00582.t1	endoplasmic_reticulum_protein_44	Thioredoxin/Thioredoxin_6/
Hhon_g00583.t1	syntaxin_17	
Hhon_g00584.t1	crystallin_mu	OCD_Mu_crystall/
Hhon_g00585.t1		7tm_1/
Hhon_g00586.t1	DNA_topoisomerase_II_alpha	HATPase_c/DNA_gyraseB/Toprim/TOPRIM_C/DNA_topoisoIV/
Hhon_g00587.t1		Beta_helix/
Hhon_g00588.t1	family_with_sequence_similarity_78_member_A	
Hhon_g00589.t1	small_RNA_binding_exonuclease_protection_factor_La	La/RRM_1/RRM_3/
Hhon_g00590.t1	inhibitor_of_growth_family_member_1	ING/
Hhon_g00591.t1	TATA_box_binding_protein_associated_factor_5	TFIID_NTD2/WD40/WD40/WD40/WD40/WD40/
Hhon_g00592.t1		
Hhon_g00593.t1	cytochrome_P450_family_3_subfamily_A_member_5	p450/
Hhon_g00594.t1	cytochrome_P450_family_3_subfamily_A_member_5	p450/
Hhon_g00595.t1	thromboxane_A_synthase_1	p450/
Hhon_g00596.t1	DnaJ_heat_shock_protein_family_Hsp40_member_C22	TM2/DnaJ/
Hhon_g00597.t1		
Hhon_g00598.t1	armadillo_repeat_containing_4	Arm/Arm/Arm/Arm/
Hhon_g00599.t1	centrosomal_protein_83	
Hhon_g00600.t1	trafficking_kinesin_protein_1	HAP1_N/
Hhon_g00601.t1	inversin	Ank_2/Ank_2/Ank_2/Ank_2/Ank_2/Ank_4/IQ/IQ/
Hhon_g00602.t1	CWC25_spliceosome_associated_protein_homolog	Cir_N/CWC25/
Hhon_g00603.t1	golgi_reassembly_stacking_protein_2	GRASP55_65/
Hhon_g00604.t1	chromosome_7_open_reading_frame_57	DUF5524/
Hhon_g00605.t1	Bardet_Biedl_syndrome_9	PHTB1_N/PHTB1_C/
Hhon_g00606.t1	eukaryotic_translation_initiation_factor_1B	SUI1/
Hhon_g00607.t1	SET_domain_containing_2_histone_lysine_methyltransferase	AWS/SET/WW/SRI/
Hhon_g00608.t1	SEC14_like_lipid_binding_1	CRAL_TRIO_N/CRAL_TRIO/
Hhon_g00609.t1	sterile_alpha_motif_domain_containing_14	SAM_2/RA/PDZ/
Hhon_g00610.t1	BMP_binding_endothelial_regulator	VWC/VWD/
Hhon_g00611.t1		
Hhon_g00612.t1	WD_repeat_domain_86	WD40/WD40/WD40/WD40/WD40/WD40/
Hhon_g00613.t1	La_ribonucleoprotein_4	La/
Hhon_g00614.t1	tubulin_delta_1	Tubulin/
Hhon_g00615.t1	phosphatidylinositol_glycan_anchor_biosynthesis_class_Z	Glyco_transf_22/
Hhon_g00616.t1	phosphodiesterase_1A	PDEase_I/
Hhon_g00617.t1	calcium_voltage_gated_channel_auxiliary_subunit_beta_2	Guanylate_kin/
Hhon_g00618.t1	ESF1_nucleolar_pre_rRNA_processing_protein_homolog	NUC153/
Hhon_g00619.t1	8_oxoguanine_DNA_glycosylase	OGG_N/HhH-GPD/
Hhon_g00620.t1	hydroxysteroid_17_beta_dehydrogenase_1	adh_short/
Hhon_g00621.t1	cereblon	Yippee-Mis18/
Hhon_g00622.t1	retinol_dehydrogenase_8	adh_short/
Hhon_g00623.t1	cereblon	LON_substr_bdg/Yippee-Mis18/
Hhon_g00624.t1	BTB_domain_containing_9	BTB/BACK/TLD/
Hhon_g00625.t1		
Hhon_g00626.t1	cell_division_cycle_27	ANAPC3/TPR_7/TPR_1/TPR_8/TPR_1/TPR_8/TPR_8/
Hhon_g00627.t1	solute_carrier_family_35_member_D1	TPT/
Hhon_g00628.t1	WD_repeat_domain_4	WD40/WD40/
Hhon_g00629.t1		Btz/
Hhon_g00630.t1	solute_carrier_family_35_member_G1	EamA/EamA/
Hhon_g00631.t1	protein_phosphatase_2C_like_domain_containing_1	PP2C/
Hhon_g00632.t1	ring_finger_protein_115	zinc_ribbon_9/zf-RING_2/
Hhon_g00633.t1	unc_13_homolog_B	C2/C1_1/C2/DUF1041/Membr_traf_MHD/C2/
Hhon_g00634.t1	DET1_and_DDB1_associated_1	DDA1/
Hhon_g00635.t1		
Hhon_g00636.t1	G_protein_subunit_gamma_2	G-gamma/
Hhon_g00637.t1	VPS28_subunit_of_ESCRT_I	VPS28/
Hhon_g00638.t1	nudix_hydrolase_18	NUDIX/
Hhon_g00639.t1	EF_hand_calcium_binding_domain_6	EF-hand_11/EF-hand_7/EF-hand_7/EF-hand_5/EF-hand_11/EF-hand_11/EF-hand_5/
Hhon_g00640.t1	adhesion_G_protein_coupled_receptor_D1	IgGFc_binding/GAIN/7tm_2/
Hhon_g00641.t1	anoctamin_4	Anoct_dimer/Anoctamin/
Hhon_g00642.t1	solute_carrier_family_32_member_1	Aa_trans/
Hhon_g00643.t1	calcium_responsive_transcription_factor	ALS2CR8/
Hhon_g00644.t1	oncoprotein_induced_transcript_3	EGF_CA/EGF/EGF_CA/FXa_inhibition/EGF/hEGF/
Hhon_g00645.t1	oncoprotein_induced_transcript_3	EGF_CA/EGF/EGF_CA/FXa_inhibition/EGF/EGF/EGF/
Hhon_g00646.t1	oncoprotein_induced_transcript_3	hEGF/EGF/EGF/EGF/EGF/EGF/
Hhon_g00647.t1	uromodulin	EGF/EGF_CA/EGF/EGF/FXa_inhibition/EGF/EGF/EGF/EGF/EGF/EGF/EGF/EGF/hEGF/EGF/EGF/hEGF/EGF/EGF/EGF/EGF/EGF/
Hhon_g00648.t1	glycoprotein_2	EGF/EGF_CA/EGF/EGF_CA/EGF/EGF_CA/EGF/hEGF/EGF/
Hhon_g00649.t1	heparan_sulfate_proteoglycan_2	hEGF/hEGF/I-set/Laminin_G_2/EGF/Laminin_G_2/
Hhon_g00650.t1	cytochrome_b5_type_B	IDO/Cyt-b5/
Hhon_g00651.t1	ribosomal_protein_L10a	Ribosomal_L1/Kringle/FXa_inhibition/EGF_CA/EGF_CA/Zona_pellucida/
Hhon_g00652.t1		
Hhon_g00653.t1	La_ribonucleoprotein_6_translational_regulator	La/
Hhon_g00654.t1		TauD/
Hhon_g00655.t1		TauD/
Hhon_g00656.t1	dynein_axonemal_intermediate_chain_1	WD40/
Hhon_g00657.t1	proline_rich_mitotic_checkpoint_control_factor	PRCC/
Hhon_g00658.t1	secretory_carrier_membrane_protein_2	SCAMP/
Hhon_g00659.t1	protein_phosphatase_1_regulatory_subunit_12A	F-box-like/Ank_5/
Hhon_g00660.t1	transmembrane_protein_234	TMEM234/
Hhon_g00661.t1	tRNA_yW_synthesizing_protein_5	Cupin_8/
Hhon_g00662.t1	adenylate_kinase_6	AAA_18/
Hhon_g00663.t1	glutamate_metabotropic_receptor_3	ANF_receptor/NCD3G/7tm_3/
Hhon_g00664.t1	perilipin_3	Perilipin/Perilipin/
Hhon_g00665.t1	RNA_binding_motif_protein_8A	RRM_1/
Hhon_g00666.t1	unc_51_like_kinase_4	Pkinase/
Hhon_g00667.t1	protein_phosphatase_1_regulatory_subunit_12A	Ank_2/Ank_2/PRKG1_interact/
Hhon_g00668.t1		NDUF_B8/
Hhon_g00669.t1	COPI_coat_complex_subunit_beta_1	Methyltransf_PK/Adaptin_N/Coatamer_beta_C/Coatomer_b_Cpla/
Hhon_g00670.t1	oxysterol_binding_protein_like_1A	Ank_4/Ank_5/Oxysterol_BP/
Hhon_g00671.t1		TspO_MBR/
Hhon_g00672.t1		
Hhon_g00673.t1	translocator_protein	TspO_MBR/TspO_MBR/
Hhon_g00674.t1	H2B.U_histone_1	7tm_1/Histone/
Hhon_g00675.t1	glycoprotein_2	EGF/EGF_CA/EGF/EGF_CA/hEGF/EGF/EGF/
Hhon_g00676.t1	oncoprotein_induced_transcript_3	EGF/EGF_CA/EGF/EGF/EGF_CA/EGF/EGF/EGF/
Hhon_g00677.t1	thioredoxin	Thioredoxin/
Hhon_g00678.t1	NFKB_inhibitor_interacting_Ras_like_1	Ras/
Hhon_g00679.t1	parvin_beta	CH/CH/
Hhon_g00680.t1	TMEM9_domain_family_member_B	Tmemb_9/
Hhon_g00681.t1	achaete_scute_family_bHLH_transcription_factor_4	HLH/
Hhon_g00682.t1	achaete_scute_family_bHLH_transcription_factor_1	HLH/
Hhon_g00683.t1	achaete_scute_family_bHLH_transcription_factor_5	HLH/
Hhon_g00684.t1	achaete_scute_family_bHLH_transcription_factor_1	HLH/
Hhon_g00685.t1	translocator_protein	TspO_MBR/
Hhon_g00686.t1	translocator_protein	TspO_MBR/
Hhon_g00687.t1	mitogen_activated_protein_kinase_8_interacting_protein_1	SH3_9/PID/
Hhon_g00688.t1		
Hhon_g00689.t1	39S_ribosomal_protein_L23_mitochondrial	Ribosomal_L23/
Hhon_g00690.t1	AE_binding_protein_2	zf-C2H2/
Hhon_g00691.t1		
Hhon_g00692.t1	ATP_synthase_peripheral_stalk_membrane_subunit_b	Mt_ATP-synt_B/
Hhon_g00693.t1	tubulin_gamma_complex_associated_protein_2	GCP_N_terminal/GCP_C_terminal/
Hhon_g00694.t1	transmembrane_O_mannosyltransferase_targeting_cadherins_2	DUF1736/TPR_11/TPR_11/TPR_12/TPR_16/TPR_1/
Hhon_g00695.t1	NAD_synthetase_1	CN_hydrolase/NAD_synthase/
Hhon_g00696.t1	NAD_synthetase_1	CN_hydrolase/
Hhon_g00697.t1	glutathione_S_transferase_pi_1	GST_N/GST_C_3/
Hhon_g00698.t1	deoxynucleotidyltransferase_terminal_interacting_protein_1	DNTTIP1_dimer/
Hhon_g00699.t1	failed_axon_connections_homolog_metaxin_like_GST_domain_containing	GST_N_4/GST_C_6/
Hhon_g00700.t1	failed_axon_connections_homolog_metaxin_like_GST_domain_containing	GST_N_4/GST_C_6/
Hhon_g00701.t1	failed_axon_connections_homolog_metaxin_like_GST_domain_containing	GST_N_4/GST_C_6/
Hhon_g00702.t1	abhydrolase_domain_containing_11	Abhydrolase_1/
Hhon_g00703.t1	tRNA_methyltransferase_2_homolog_A	tRNA_U5-meth_tr/
Hhon_g00704.t1	flavin_containing_dimethylaniline_monoxygenase_5	FMO-like/
Hhon_g00705.t1	flavin_containing_dimethylaniline_monoxygenase_5	FMO-like/
Hhon_g00706.t1	flavin_containing_dimethylaniline_monoxygenase_5	FMO-like/
Hhon_g00707.t1	flavin_containing_dimethylaniline_monoxygenase_5	FMO-like/
Hhon_g00708.t1	flavin_containing_dimethylaniline_monoxygenase_2	FMO-like/
Hhon_g00709.t1	novel_protein	E1_dh/
Hhon_g00710.t1	ess_2_splicing_factor_homolog	Es2/
Hhon_g00711.t1	inhibitor_of_Bruton_tyrosine_kinase	BTB/
Hhon_g00712.t1	coiled_coil_domain_containing_89	
Hhon_g00713.t1	opioid_receptor_mu_1	7tm_1/
Hhon_g00714.t1	acyl_CoA_dehydrogenase_family_member_9	AidB_N/Acyl-CoA_dh_M/Acyl-CoA_dh_1/
Hhon_g00715.t1	natriuretic_peptide_receptor_1	ANF_receptor/Pkinase_Tyr/HNOBA/Guanylate_cyc/
Hhon_g00716.t1		
Hhon_g00717.t1		
Hhon_g00718.t1		
Hhon_g00719.t1	RNA_pseudouridine_synthase_D4	PseudoU_synth_2/
Hhon_g00720.t1	aminolevulinate_dehydratase	ALAD/
Hhon_g00721.t1	transmembrane_protein_256	DUF423/
Hhon_g00722.t1	BRCA1_associated_protein	BRAP2/zf-RING_2/zf-UBP/
Hhon_g00723.t1		
Hhon_g00724.t1	RAD51_paralog_D	Rad51/
Hhon_g00725.t1	pleckstrin_homology_domain_containing_A8	GLTP/
Hhon_g00726.t1		
Hhon_g00727.t1	trace_amine_associated_receptor_1	7tm_1/
Hhon_g00728.t1	adenosine_A2b_receptor	7tm_1/
Hhon_g00729.t1	adrenoceptor_alpha_1B	7tm_1/
Hhon_g00730.t1	trace_amine_associated_receptor_9	7tm_1/
Hhon_g00731.t1	elongin_B	ubiquitin/
Hhon_g00732.t1	ring_finger_protein_185	zf-C3HC4_3/
Hhon_g00733.t1	failed_axon_connections_homolog_metaxin_like_GST_domain_containing	GST_N_4/GST_C_6/
Hhon_g00734.t1	gamma_glutamyltransferase_1	G_glu_transpept/
Hhon_g00735.t1	mediator_complex_subunit_13L	MID_MedPIWI/Med13_C/
