orthogroup	transcript	species	gene	name
OG_72	HoiH23_PlH23_003206-RA	HoiH23	HoiH23_PlH23_003206	lysosomal_protein_transmembrane_4_beta
OG_72	Tadh_TriadT57979	Tadh	Tadh_TriadG57979	lysosomal_protein_transmembrane_4_beta
OG_73	HoiH23_PlH23_006137-RA	HoiH23	HoiH23_PlH23_006137	CYFIP_related_Rac1_interactor_B
OG_73	TrH2_TrispH2_006485-RA	TrH2	TrH2_TrispH2_006485	CYFIP_related_Rac1_interactor_B
OG_73	Hhon_g00237.t1	Hhon	Hhon_g00237.t1	CYFIP_related_Rac1_interactor_B
OG_73	Tadh_TriadT57978	Tadh	Tadh_TriadG57978	CYFIP_related_Rac1_interactor_B
OG_74	Hhon_g00239.t1	Hhon	Hhon_g00239.t1	family_with_sequence_similarity_91_member_A1
OG_74	TrH2_TrispH2_006487-RA	TrH2	TrH2_TrispH2_006487	family_with_sequence_similarity_91_member_A1
OG_74	Tadh_TriadT57976	Tadh	Tadh_TriadG57976	family_with_sequence_similarity_91_member_A1
OG_74	HoiH23_PlH23_006135-RA	HoiH23	HoiH23_PlH23_006135	family_with_sequence_similarity_91_member_A1
OG_75	Hhon_g00240.t1	Hhon	Hhon_g00240.t1	transmembrane_protein_86A
OG_75	Tadh_TriadT57975	Tadh	Tadh_TriadG57975	transmembrane_protein_86A
OG_75	TrH2_TrispH2_006488-RA	TrH2	TrH2_TrispH2_006488	transmembrane_protein_86A
OG_75	HoiH23_PlH23_006134-RA	HoiH23	HoiH23_PlH23_006134	transmembrane_protein_86A
OG_76	Tadh_TriadT28071	Tadh	Tadh_TriadG28071	coiled_coil_and_C2_domain_containing_2A
OG_76	HoiH23_PlH23_006132-RA	HoiH23	HoiH23_PlH23_006132	coiled_coil_and_C2_domain_containing_2A
OG_76	TrH2_TrispH2_006490-RA	TrH2	TrH2_TrispH2_006490	coiled_coil_and_C2_domain_containing_2A
OG_76	Hhon_g00242.t1	Hhon	Hhon_g00242.t1	coiled_coil_and_C2_domain_containing_2A
OG_77	TrH2_TrispH2_006492-RA	TrH2	TrH2_TrispH2_006492	nudix_hydrolase_3
OG_77	Hhon_g00243.t1	Hhon	Hhon_g00243.t1	nudix_hydrolase_3
OG_77	HoiH23_PlH23_006131-RA	HoiH23	HoiH23_PlH23_006131	nudix_hydrolase_3
OG_77	Tadh_TriadT57972	Tadh	Tadh_TriadG57972	nudix_hydrolase_3
OG_78	HoiH23_PlH23_006129-RA	HoiH23	HoiH23_PlH23_006129	EFR3_homolog_B
OG_78	TrH2_TrispH2_006494-RA	TrH2	TrH2_TrispH2_006494	EFR3_homolog_B
OG_78	Tadh_TriadT27697	Tadh	Tadh_TriadG27697	EFR3_homolog_B
OG_78	Hhon_g00245.t1	Hhon	Hhon_g00245.t1	EFR3_homolog_B
OG_79	Hhon_g00247.t1	Hhon	Hhon_g00247.t1	Sad1_and_UNC84_domain_containing_1
OG_79	TrH2_TrispH2_006496-RA	TrH2	TrH2_TrispH2_006496	Sad1_and_UNC84_domain_containing_1
OG_79	Tadh_TriadT57968	Tadh	Tadh_TriadG57968	Sad1_and_UNC84_domain_containing_1
OG_79	HoiH23_PlH23_006127-RA	HoiH23	HoiH23_PlH23_006127	Sad1_and_UNC84_domain_containing_1
OG_80	HoiH23_PlH23_006121-RA	HoiH23	HoiH23_PlH23_006121	
OG_80	Hhon_g00252.t1	Hhon	Hhon_g00252.t1	
OG_80	TrH2_TrispH2_006502-RA	TrH2	TrH2_TrispH2_006502	
OG_80	Tadh_TriadT57963	Tadh	Tadh_TriadG57963	
OG_81	Hhon_g00253.t1	Hhon	Hhon_g00253.t1	trafficking_protein_particle_complex_12
OG_81	TrH2_TrispH2_006503-RA	TrH2	TrH2_TrispH2_006503	trafficking_protein_particle_complex_12
OG_81	Tadh_TriadT57962	Tadh	Tadh_TriadG57962	trafficking_protein_particle_complex_12
OG_81	HoiH23_PlH23_006120-RA	HoiH23	HoiH23_PlH23_006120	trafficking_protein_particle_complex_12
OG_82	Hhon_g00254.t1	Hhon	Hhon_g00254.t1	POP1_homolog_ribonuclease_P_MRP_subunit
OG_82	Tadh_TriadT57961	Tadh	Tadh_TriadG57961	POP1_homolog_ribonuclease_P_MRP_subunit
OG_82	HoiH23_PlH23_006119-RA	HoiH23	HoiH23_PlH23_006119	POP1_homolog_ribonuclease_P_MRP_subunit
OG_82	TrH2_TrispH2_006504-RA	TrH2	TrH2_TrispH2_006504	POP1_homolog_ribonuclease_P_MRP_subunit
OG_83	Tadh_TriadT57959	Tadh	Tadh_TriadG57959	
OG_83	HoiH23_PlH23_006117-RA	HoiH23	HoiH23_PlH23_006117	
OG_83	Hhon_g00256.t1	Hhon	Hhon_g00256.t1	
OG_83	TrH2_TrispH2_006506-RA	TrH2	TrH2_TrispH2_006506	
OG_84	HoiH23_PlH23_001117-RA	HoiH23	HoiH23_PlH23_001117	mediator_complex_subunit_23
OG_84	TrH2_TrispH2_006510-RA	TrH2	TrH2_TrispH2_006510	mediator_complex_subunit_23
OG_84	Hhon_g00259.t1	Hhon	Hhon_g00259.t1	mediator_complex_subunit_23
OG_84	Tadh_TriadT28077	Tadh	Tadh_TriadG28077	mediator_complex_subunit_23
OG_85	TrH2_TrispH2_001492-RA	TrH2	TrH2_TrispH2_001492	cytochrome_c_oxidase_subunit_5B
OG_85	Tadh_TriadT64068	Tadh	Tadh_TriadG64068	cytochrome_c_oxidase_subunit_5B
OG_85	HoiH23_PlH23_001115-RA	HoiH23	HoiH23_PlH23_001115	cytochrome_c_oxidase_subunit_5B
OG_85	Hhon_g00261.t1	Hhon	Hhon_g00261.t1	cytochrome_c_oxidase_subunit_5B
OG_86	TrH2_TrispH2_001491-RA	TrH2	TrH2_TrispH2_001491	
OG_86	Tadh_TriadT57950	Tadh	Tadh_TriadG57950	
OG_86	Hhon_g00262.t1	Hhon	Hhon_g00262.t1	
OG_86	HoiH23_PlH23_001114-RA	HoiH23	HoiH23_PlH23_001114	
OG_87	Tadh_TriadT57948	Tadh	Tadh_TriadG57948	peroxisomal_biogenesis_factor_3
OG_87	HoiH23_PlH23_001112-RA	HoiH23	HoiH23_PlH23_001112	peroxisomal_biogenesis_factor_3
OG_87	Hhon_g00263.t1	Hhon	Hhon_g00263.t1	peroxisomal_biogenesis_factor_3
OG_87	TrH2_TrispH2_001489-RA	TrH2	TrH2_TrispH2_001489	peroxisomal_biogenesis_factor_3
OG_88	Tadh_TriadT57940	Tadh	Tadh_TriadG57940	
OG_88	HoiH23_PlH23_001104-RA	HoiH23	HoiH23_PlH23_001104	
OG_88	Hhon_g00271.t1	Hhon	Hhon_g00271.t1	
OG_88	TrH2_TrispH2_001481-RA	TrH2	TrH2_TrispH2_001481	
OG_89	HoiH23_PlH23_001103-RA	HoiH23	HoiH23_PlH23_001103	eukaryotic_translation_initiation_factor_3_subunit_E
OG_89	Hhon_g00272.t1	Hhon	Hhon_g00272.t1	eukaryotic_translation_initiation_factor_3_subunit_E
OG_89	TrH2_TrispH2_001480-RA	TrH2	TrH2_TrispH2_001480	eukaryotic_translation_initiation_factor_3_subunit_E
OG_89	Tadh_TriadT50473	Tadh	Tadh_TriadG50473	eukaryotic_translation_initiation_factor_3_subunit_E
OG_90	TrH2_TrispH2_001472-RA	TrH2	TrH2_TrispH2_001472	
OG_90	Hhon_g00282.t1	Hhon	Hhon_g00282.t1	
OG_91	Hhon_g00283.t1	Hhon	Hhon_g00283.t1	ASXL_transcriptional_regulator_2
OG_91	HoiH23_PlH23_001094-RA	HoiH23	HoiH23_PlH23_001094	ASXL_transcriptional_regulator_2
OG_91	Tadh_TriadT57928	Tadh	Tadh_TriadG57928	ASXL_transcriptional_regulator_1
OG_91	TrH2_TrispH2_001470-RA	TrH2	TrH2_TrispH2_001470	ASXL_transcriptional_regulator_2
OG_92	HoiH23_PlH23_001093-RA	HoiH23	HoiH23_PlH23_001093	DNA_primase_subunit_2
OG_92	Hhon_g00284.t1	Hhon	Hhon_g00284.t1	DNA_primase_subunit_2
OG_92	TrH2_TrispH2_001468-RA	TrH2	TrH2_TrispH2_001468	DNA_primase_subunit_2
OG_92	Tadh_TriadT57927	Tadh	Tadh_TriadG57927	DNA_primase_subunit_2
OG_93	Tadh_TriadT51212	Tadh	Tadh_TriadG51212	ribonuclease_H2_subunit_A
OG_93	HoiH23_PlH23_008711-RA	HoiH23	HoiH23_PlH23_008711	ribonuclease_H2_subunit_A
OG_93	Hhon_g00297.t1	Hhon	Hhon_g00297.t1	ribonuclease_H2_subunit_A
OG_93	TrH2_TrispH2_011444-RA	TrH2	TrH2_TrispH2_011444	ribonuclease_H2_subunit_A
OG_94	HoiH23_PlH23_008710-RA	HoiH23	HoiH23_PlH23_008710	mediator_complex_subunit_7
OG_94	Hhon_g00298.t1	Hhon	Hhon_g00298.t1	mediator_complex_subunit_7
OG_94	TrH2_TrispH2_011443-RA	TrH2	TrH2_TrispH2_011443	mediator_complex_subunit_7
OG_94	Tadh_TriadT62378	Tadh	Tadh_TriadG62378	mediator_complex_subunit_7
OG_95	HoiH23_PlH23_008704-RA	HoiH23	HoiH23_PlH23_008704	trans_golgi_network_vesicle_protein_23_homolog_B
OG_95	TrH2_TrispH2_009378-RA	TrH2	TrH2_TrispH2_009378	trans_golgi_network_vesicle_protein_23_homolog_B
OG_95	Tadh_TriadT20691	Tadh	Tadh_TriadG20691	trans_golgi_network_vesicle_protein_23_homolog_B
OG_95	Hhon_g00304.t1	Hhon	Hhon_g00304.t1	trans_golgi_network_vesicle_protein_23_homolog_A
OG_96	HoiH23_PlH23_008701-RA	HoiH23	HoiH23_PlH23_008701	oxidoreductase_like_domain_containing_1
OG_96	TrH2_TrispH2_009376-RA	TrH2	TrH2_TrispH2_009376	oxidoreductase_like_domain_containing_1
OG_96	Tadh_TriadT53986	Tadh	Tadh_TriadG53986	oxidoreductase_like_domain_containing_1
OG_96	Hhon_g00306.t1	Hhon	Hhon_g00306.t1	oxidoreductase_like_domain_containing_1
OG_97	Tadh_TriadT53983	Tadh	Tadh_TriadG53983	
OG_97	Hhon_g00308.t1	Hhon	Hhon_g00308.t1	
OG_97	HoiH23_PlH23_008699-RA	HoiH23	HoiH23_PlH23_008699	
OG_97	TrH2_TrispH2_009373-RA	TrH2	TrH2_TrispH2_009373	
OG_98	Tadh_TriadT20514	Tadh	Tadh_TriadG20514	N_acetyltransferase_9_putative
OG_98	Hhon_g00310.t1	Hhon	Hhon_g00310.t1	N_acetyltransferase_9_putative
OG_98	TrH2_TrispH2_009371-RA	TrH2	TrH2_TrispH2_009371	N_acetyltransferase_9_putative
OG_98	HoiH23_PlH23_011227-RA	HoiH23	HoiH23_PlH23_011227	N_acetyltransferase_9_putative
OG_99	HoiH23_PlH23_010102-RA	HoiH23	HoiH23_PlH23_010102	IQ_motif_containing_K
OG_99	Tadh_TriadT53977	Tadh	Tadh_TriadG53977	IQ_motif_containing_K
OG_99	Hhon_g00312.t1	Hhon	Hhon_g00312.t1	IQ_motif_containing_K
OG_99	TrH2_TrispH2_009614-RA	TrH2	TrH2_TrispH2_009614	IQ_motif_containing_K
OG_100	HoiH23_PlH23_010101-RA	HoiH23	HoiH23_PlH23_010101	
OG_100	TrH2_TrispH2_009612-RA	TrH2	TrH2_TrispH2_009612	
OG_100	Hhon_g00313.t1	Hhon	Hhon_g00313.t1	
OG_100	Tadh_TriadT53975	Tadh	Tadh_TriadG53975	
OG_101	HoiH23_PlH23_009488-RA	HoiH23	HoiH23_PlH23_009488	mitochondrial_ribosomal_protein_S22
OG_101	Hhon_g00321.t1	Hhon	Hhon_g00321.t1	mitochondrial_ribosomal_protein_S22
OG_101	TrH2_TrispH2_009604-RA	TrH2	TrH2_TrispH2_009604	mitochondrial_ribosomal_protein_S22
OG_101	Tadh_TriadT15952	Tadh	Tadh_TriadG15952	mitochondrial_ribosomal_protein_S22
OG_102	Hhon_g00322.t1	Hhon	Hhon_g00322.t1	NADH_ubiquinone_oxidoreductase_subunit_B10
OG_102	TrH2_TrispH2_009603-RA	TrH2	TrH2_TrispH2_009603	NADH_ubiquinone_oxidoreductase_subunit_B10
OG_102	Tadh_TriadT53964	Tadh	Tadh_TriadG53964	
OG_102	HoiH23_PlH23_009487-RA	HoiH23	HoiH23_PlH23_009487	NADH_ubiquinone_oxidoreductase_subunit_B10
OG_103	Hhon_g00324.t1	Hhon	Hhon_g00324.t1	
OG_103	TrH2_TrispH2_009601-RA	TrH2	TrH2_TrispH2_009601	
OG_103	Tadh_TriadT53962	Tadh	Tadh_TriadG53962	
OG_103	HoiH23_PlH23_009485-RA	HoiH23	HoiH23_PlH23_009485	
OG_104	TrH2_TrispH2_009600-RA	TrH2	TrH2_TrispH2_009600	ribosomal_protein_L3
OG_104	Hhon_g00325.t1	Hhon	Hhon_g00325.t1	ribosomal_protein_L3
OG_104	HoiH23_PlH23_009484-RA	HoiH23	HoiH23_PlH23_009484	ribosomal_protein_L3
OG_104	Tadh_TriadT63703	Tadh	Tadh_TriadG63703	ribosomal_protein_L3
OG_105	TrH2_TrispH2_009599-RA	TrH2	TrH2_TrispH2_009599	calcineurin_like_phosphoesterase_domain_containing_1
OG_105	Tadh_TriadT21553	Tadh	Tadh_TriadG21553	calcineurin_like_phosphoesterase_domain_containing_1
OG_105	HoiH23_PlH23_009483-RA	HoiH23	HoiH23_PlH23_009483	calcineurin_like_phosphoesterase_domain_containing_1
OG_105	Hhon_g00326.t1	Hhon	Hhon_g00326.t1	calcineurin_like_phosphoesterase_domain_containing_1
OG_106	Hhon_g00332.t1	Hhon	Hhon_g00332.t1	cytochrome_c_oxidase_subunit_6B1
OG_106	TrH2_TrispH2_010980-RA	TrH2	TrH2_TrispH2_010980	cytochrome_c_oxidase_subunit_6B1
OG_106	Tadh_TriadT21297	Tadh	Tadh_TriadG21297	cytochrome_c_oxidase_subunit_6B1
OG_106	HoiH23_PlH23_010833-RA	HoiH23	HoiH23_PlH23_010833	cytochrome_c_oxidase_subunit_6B1
OG_107	Hhon_g00333.t1	Hhon	Hhon_g00333.t1	leukocyte_receptor_cluster_member_8
OG_107	TrH2_TrispH2_010981-RA	TrH2	TrH2_TrispH2_010981	leukocyte_receptor_cluster_member_8
OG_107	HoiH23_PlH23_010832-RA	HoiH23	HoiH23_PlH23_010832	leukocyte_receptor_cluster_member_8
OG_107	Tadh_TriadT21840	Tadh	Tadh_TriadG21840	leukocyte_receptor_cluster_member_8
OG_108	Tadh_TriadT53952	Tadh	Tadh_TriadG53952	centriolar_coiled_coil_protein_110
OG_108	HoiH23_PlH23_010830-RA	HoiH23	HoiH23_PlH23_010830	centriolar_coiled_coil_protein_110
OG_108	Hhon_g00336.t1	Hhon	Hhon_g00336.t1	centriolar_coiled_coil_protein_110
OG_108	TrH2_TrispH2_010983-RA	TrH2	TrH2_TrispH2_010983	centriolar_coiled_coil_protein_110
OG_109	Tadh_TriadT53950	Tadh	Tadh_TriadG53950	tRNA_splicing_endonuclease_subunit_54
OG_109	HoiH23_PlH23_010661-RA	HoiH23	HoiH23_PlH23_010661	tRNA_splicing_endonuclease_subunit_54
OG_109	TrH2_TrispH2_005700-RA	TrH2	TrH2_TrispH2_005700	tRNA_splicing_endonuclease_subunit_54
OG_109	Hhon_g00338.t1	Hhon	Hhon_g00338.t1	tRNA_splicing_endonuclease_subunit_54
OG_110	HoiH23_PlH23_003742-RA	HoiH23	HoiH23_PlH23_003742	signal_transducer_and_activator_of_transcription_1
OG_110	Hhon_g00341.t1	Hhon	Hhon_g00341.t1	
OG_110	Hhon_g00344.t1	Hhon	Hhon_g00344.t1	signal_transducer_and_activator_of_transcription_4
OG_110	TrH2_TrispH2_005698-RA	TrH2	TrH2_TrispH2_005698	signal_transducer_and_activator_of_transcription_1
OG_110	Tadh_TriadT53947	Tadh	Tadh_TriadG53947	
OG_111	Hhon_g00347.t1	Hhon	Hhon_g00347.t1	chromosome_7_open_reading_frame_50
OG_111	Tadh_TriadT53944	Tadh	Tadh_TriadG53944	chromosome_7_open_reading_frame_50
OG_111	HoiH23_PlH23_003739-RA	HoiH23	HoiH23_PlH23_003739	chromosome_7_open_reading_frame_50
OG_111	TrH2_TrispH2_005695-RA	TrH2	TrH2_TrispH2_005695	chromosome_7_open_reading_frame_50
OG_112	Hhon_g00349.t1	Hhon	Hhon_g00349.t1	FYVE_and_coiled_coil_domain_autophagy_adaptor_1
OG_112	TrH2_TrispH2_005693-RA	TrH2	TrH2_TrispH2_005693	RUN_and_FYVE_domain_containing_4
OG_112	HoiH23_PlH23_003737-RA	HoiH23	HoiH23_PlH23_003737	FYVE_and_coiled_coil_domain_autophagy_adaptor_1
OG_112	Tadh_TriadT53941	Tadh	Tadh_TriadG53941	RUN_and_FYVE_domain_containing_4
OG_113	TrH2_TrispH2_005692-RA	TrH2	TrH2_TrispH2_005692	NPL4_homolog_ubiquitin_recognition_factor
OG_113	Hhon_g00350.t1	Hhon	Hhon_g00350.t1	NPL4_homolog_ubiquitin_recognition_factor
OG_113	HoiH23_PlH23_003736-RA	HoiH23	HoiH23_PlH23_003736	NPL4_homolog_ubiquitin_recognition_factor
OG_113	Tadh_TriadT63700	Tadh	Tadh_TriadG63700	NPL4_homolog_ubiquitin_recognition_factor
OG_114	TrH2_TrispH2_005690-RA	TrH2	TrH2_TrispH2_005690	WW_domain_binding_protein_2
OG_114	Hhon_g00352.t1	Hhon	Hhon_g00352.t1	WW_domain_binding_protein_2
OG_114	HoiH23_PlH23_003734-RA	HoiH23	HoiH23_PlH23_003734	WW_domain_binding_protein_2
OG_114	Tadh_TriadT63698	Tadh	Tadh_TriadG63698	WW_domain_binding_protein_2
OG_115	Hhon_g00357.t1	Hhon	Hhon_g00357.t1	
OG_115	HoiH23_PlH23_003729-RA	HoiH23	HoiH23_PlH23_003729	
OG_115	TrH2_TrispH2_005686-RA	TrH2	TrH2_TrispH2_005686	
OG_115	Tadh_wf_g2701.t1	Tadh	Tadh_wf_g2701	
OG_116	Tadh_TriadT53928	Tadh	Tadh_TriadG53928	mediator_complex_subunit_8
OG_116	HoiH23_PlH23_003723-RA	HoiH23	HoiH23_PlH23_003723	mediator_complex_subunit_8
OG_116	TrH2_TrispH2_005680-RA	TrH2	TrH2_TrispH2_005680	mediator_complex_subunit_8
OG_116	Hhon_g00362.t1	Hhon	Hhon_g00362.t1	mediator_complex_subunit_8
OG_117	Hhon_g00371.t1	Hhon	Hhon_g00371.t1	
OG_117	HoiH23_PlH23_003714-RA	HoiH23	HoiH23_PlH23_003714	
OG_117	Tadh_TriadT21266	Tadh	Tadh_TriadG21266	
OG_117	TrH2_TrispH2_005673-RA	TrH2	TrH2_TrispH2_005673	
OG_118	Hhon_g00372.t1	Hhon	Hhon_g00372.t1	ataxin_10
OG_118	HoiH23_PlH23_003713-RA	HoiH23	HoiH23_PlH23_003713	ataxin_10
OG_118	Tadh_TriadT53916	Tadh	Tadh_TriadG53916	ataxin_10
OG_118	TrH2_TrispH2_005671-RA	TrH2	TrH2_TrispH2_005671	ataxin_10
OG_119	Hhon_g00373.t1	Hhon	Hhon_g00373.t1	aspartyl_aminopeptidase
OG_119	Tadh_TriadT37272	Tadh	Tadh_TriadG37272	aspartyl_aminopeptidase
OG_119	TrH2_TrispH2_005670-RA	TrH2	TrH2_TrispH2_005670	aspartyl_aminopeptidase
OG_119	HoiH23_PlH23_003712-RA	HoiH23	HoiH23_PlH23_003712	aspartyl_aminopeptidase
OG_120	Tadh_TriadT63696	Tadh	Tadh_TriadG63696	non_SMC_condensin_II_complex_subunit_G2
OG_120	Hhon_g00389.t1	Hhon	Hhon_g00389.t1	non_SMC_condensin_II_complex_subunit_G2
OG_120	TrH2_TrispH2_002797-RA	TrH2	TrH2_TrispH2_002797	non_SMC_condensin_II_complex_subunit_G2
OG_120	HoiH23_PlH23_001765-RA	HoiH23	HoiH23_PlH23_001765	non_SMC_condensin_II_complex_subunit_G2
OG_121	Tadh_TriadT63695	Tadh	Tadh_TriadG63695	TRAF3_interacting_protein_1
OG_121	HoiH23_PlH23_001768-RA	HoiH23	HoiH23_PlH23_001768	TRAF3_interacting_protein_1
OG_121	TrH2_TrispH2_002796-RA	TrH2	TrH2_TrispH2_002796	TRAF3_interacting_protein_1
OG_121	Hhon_g00391.t1	Hhon	Hhon_g00391.t1	TRAF3_interacting_protein_1
OG_122	HoiH23_PlH23_001769-RA	HoiH23	HoiH23_PlH23_001769	NADH_ubiquinone_oxidoreductase_subunit_A8
OG_122	TrH2_TrispH2_002795-RA	TrH2	TrH2_TrispH2_002795	NADH_ubiquinone_oxidoreductase_subunit_A8
OG_122	Hhon_g00392.t1	Hhon	Hhon_g00392.t1	NADH_ubiquinone_oxidoreductase_subunit_A8
OG_122	Tadh_TriadT7491	Tadh	Tadh_TriadG7491	NADH_ubiquinone_oxidoreductase_subunit_A8
OG_123	Hhon_g00397.t1	Hhon	Hhon_g00397.t1	rhomboid_domain_containing_1
OG_123	Tadh_TriadT53891	Tadh	Tadh_TriadG53891	rhomboid_domain_containing_1
OG_123	HoiH23_PlH23_001772-RA	HoiH23	HoiH23_PlH23_001772	rhomboid_domain_containing_1
OG_123	TrH2_TrispH2_002791-RA	TrH2	TrH2_TrispH2_002791	rhomboid_domain_containing_1
OG_124	Tadh_TriadT21703	Tadh	Tadh_TriadG21703	phosphopantothenoylcysteine_synthetase
OG_124	Hhon_g00399.t1	Hhon	Hhon_g00399.t1	phosphopantothenoylcysteine_synthetase
OG_124	TrH2_TrispH2_002789-RA	TrH2	TrH2_TrispH2_002789	phosphopantothenoylcysteine_synthetase
OG_124	HoiH23_PlH23_001774-RA	HoiH23	HoiH23_PlH23_001774	phosphopantothenoylcysteine_synthetase
OG_125	HoiH23_PlH23_001776-RA	HoiH23	HoiH23_PlH23_001776	
OG_125	TrH2_TrispH2_002787-RA	TrH2	TrH2_TrispH2_002787	formation_of_mitochondrial_complex_V_assembly_factor_1_homolog
OG_125	Hhon_g00401.t1	Hhon	Hhon_g00401.t1	formation_of_mitochondrial_complex_V_assembly_factor_1_homolog
OG_126	Hhon_g00403.t1	Hhon	Hhon_g00403.t1	ATPase_H_transporting_V1_subunit_F
OG_126	TrH2_TrispH2_002785-RA	TrH2	TrH2_TrispH2_002785	ATPase_H_transporting_V1_subunit_F
OG_126	HoiH23_PlH23_001778-RA	HoiH23	HoiH23_PlH23_001778	ATPase_H_transporting_V1_subunit_F
OG_126	Tadh_TriadT37267	Tadh	Tadh_TriadG37267	ATPase_H_transporting_V1_subunit_F
OG_127	HoiH23_PlH23_001783-RA	HoiH23	HoiH23_PlH23_001783	HUS1_checkpoint_clamp_component
OG_127	Tadh_TriadT53881	Tadh	Tadh_TriadG53881	HUS1_checkpoint_clamp_component
OG_127	TrH2_TrispH2_002780-RA	TrH2	TrH2_TrispH2_002780	HUS1_checkpoint_clamp_component
OG_127	Hhon_g00408.t1	Hhon	Hhon_g00408.t1	HUS1_checkpoint_clamp_component
OG_128	TrH2_TrispH2_002775-RA	TrH2	TrH2_TrispH2_002775	VPS16_core_subunit_of_CORVET_and_HOPS_complexes
OG_128	Hhon_g00411.t1	Hhon	Hhon_g00411.t1	VPS16_core_subunit_of_CORVET_and_HOPS_complexes
OG_128	HoiH23_PlH23_001787-RA	HoiH23	HoiH23_PlH23_001787	VPS16_core_subunit_of_CORVET_and_HOPS_complexes
OG_128	Tadh_TriadT20725	Tadh	Tadh_TriadG20725	VPS16_core_subunit_of_CORVET_and_HOPS_complexes
OG_129	HoiH23_PlH23_001788-RA	HoiH23	HoiH23_PlH23_001788	ring_finger_protein_32
OG_129	Hhon_g00412.t1	Hhon	Hhon_g00412.t1	ring_finger_protein_32
OG_129	Tadh_TriadT20747	Tadh	Tadh_TriadG20747	ring_finger_protein_32
OG_129	TrH2_TrispH2_002774-RA	TrH2	TrH2_TrispH2_002774	ring_finger_protein_32
OG_130	Hhon_g00413.t1	Hhon	Hhon_g00413.t1	translin
OG_130	Tadh_TriadT20923	Tadh	Tadh_TriadG20923	translin
OG_130	HoiH23_PlH23_001789-RA	HoiH23	HoiH23_PlH23_001789	translin
OG_130	TrH2_TrispH2_002773-RA	TrH2	TrH2_TrispH2_002773	translin
OG_131	Tadh_TriadT53874	Tadh	Tadh_TriadG53874	sclerostin_domain_containing_1
OG_131	TrH2_TrispH2_002771-RA	TrH2	TrH2_TrispH2_002771	sclerostin_domain_containing_1
OG_131	Hhon_g00415.t1	Hhon	Hhon_g00415.t1	sclerostin_domain_containing_1
OG_131	HoiH23_PlH23_001791-RA	HoiH23	HoiH23_PlH23_001791	sclerostin_domain_containing_1
OG_132	Hhon_g00420.t1	Hhon	Hhon_g00420.t1	CDP_L_ribitol_pyrophosphorylase_A
OG_132	Tadh_TriadT21810	Tadh	Tadh_TriadG21810	CDP_L_ribitol_pyrophosphorylase_A
OG_132	HoiH23_PlH23_001796-RA	HoiH23	HoiH23_PlH23_001796	CDP_L_ribitol_pyrophosphorylase_A
OG_132	TrH2_TrispH2_002766-RA	TrH2	TrH2_TrispH2_002766	CDP_L_ribitol_pyrophosphorylase_A
OG_133	Hhon_g00421.t1	Hhon	Hhon_g00421.t1	prefoldin_subunit_5
OG_133	Tadh_TriadT53868	Tadh	Tadh_TriadG53868	prefoldin_subunit_5
OG_133	HoiH23_PlH23_001797-RA	HoiH23	HoiH23_PlH23_001797	prefoldin_subunit_5
OG_133	TrH2_TrispH2_002765-RA	TrH2	TrH2_TrispH2_002765	prefoldin_subunit_5
OG_134	Tadh_TriadT63691	Tadh	Tadh_TriadG63691	
OG_134	Hhon_g00422.t1	Hhon	Hhon_g00422.t1	
OG_134	TrH2_TrispH2_002764-RA	TrH2	TrH2_TrispH2_002764	
OG_134	HoiH23_PlH23_001798-RA	HoiH23	HoiH23_PlH23_001798	
OG_135	Tadh_TriadT53866	Tadh	Tadh_TriadG53866	succinate_dehydrogenase_complex_assembly_factor_3
OG_135	TrH2_TrispH2_002763-RA	TrH2	TrH2_TrispH2_002763	succinate_dehydrogenase_complex_assembly_factor_3
OG_135	Hhon_g00423.t1	Hhon	Hhon_g00423.t1	succinate_dehydrogenase_complex_assembly_factor_3
OG_135	HoiH23_PlH23_001799-RA	HoiH23	HoiH23_PlH23_001799	succinate_dehydrogenase_complex_assembly_factor_3
OG_136	HoiH23_PlH23_001801-RA	HoiH23	HoiH23_PlH23_001801	
OG_136	TrH2_TrispH2_002761-RA	TrH2	TrH2_TrispH2_002761	
OG_136	Hhon_g00425.t1	Hhon	Hhon_g00425.t1	
OG_136	Tadh_TriadT53863	Tadh	Tadh_TriadG53863	
OG_137	Hhon_g00429.t1	Hhon	Hhon_g00429.t1	
OG_137	Tadh_TriadT53859	Tadh	Tadh_TriadG53859	alsin_Rho_guanine_nucleotide_exchange_factor_ALS2
OG_137	HoiH23_PlH23_001805-RA	HoiH23	HoiH23_PlH23_001805	
OG_137	TrH2_TrispH2_002757-RA	TrH2	TrH2_TrispH2_002757	alsin_Rho_guanine_nucleotide_exchange_factor_ALS2
OG_138	HoiH23_PlH23_009556-RA	HoiH23	HoiH23_PlH23_009556	single_pass_membrane_protein_with_aspartate_rich_tail_1
OG_138	TrH2_TrispH2_002747-RA	TrH2	TrH2_TrispH2_002747	single_pass_membrane_protein_with_aspartate_rich_tail_1
OG_138	Hhon_g00448.t1	Hhon	Hhon_g00448.t1	single_pass_membrane_protein_with_aspartate_rich_tail_1
OG_138	Tadh_wf_g2614.t1	Tadh	Tadh_wf_g2614	single_pass_membrane_protein_with_aspartate_rich_tail_1
OG_139	TrH2_TrispH2_002743-RA	TrH2	TrH2_TrispH2_002743	ankyrin_repeat_and_fibronectin_type_III_domain_containing_1
OG_139	Hhon_g00452.t1	Hhon	Hhon_g00452.t1	ankyrin_repeat_and_fibronectin_type_III_domain_containing_1
